step_sequence_number,iteration,condition,write_algorithm,read_algorithm,session_id,write_latency_ms,flush_latency_ms,total_bytes_written,handoff_latency_ms,context_payload_bytes,context_token_count,compression_ratio,input_token_delta,estimated_cost_usd,input_tokens_used,output_tokens_used,simulator_input_tokens,simulator_output_tokens,handoff_input_tokens,handoff_output_tokens,execution_latency_ms,simulated_wan_latency_ms,wan_simulation_active,retrieval_accuracy_score,state_integrity_score,extra
32,32,C0_Baseline,W0,R0,473d96c5-d483-4fcd-b6cd-afc3a262e6ba,0.002812503225868568,0.002812503225868568,3380,3182.885099988198,3856,897,1.0,0,0.002277,3618,1106,2721,830,897,276,14558.851,0.0,False,0.95,1.0,{}
33,33,C0_Baseline,W0,R0,c2b59f1d-296a-4eda-b0e2-4c21b00ef0b8,0.003474997356534004,0.003474997356534004,3245,3129.700399993453,3723,896,1.0,0,0.002426,3614,1136,2718,830,896,306,13530.741,0.0,False,1.0,1.0,{}
34,34,C0_Baseline,W0,R0,0c539676-fe53-4d9d-bfbc-188361953792,0.0021750056475866586,0.0021750056475866586,3765,4208.634700014954,4234,901,1.0,0,0.002326,3638,1116,2737,831,901,285,15883.924,0.0,False,1.0,0.25,{}
35,35,C0_Baseline,W0,R0,e02678a5-c666-4367-99d0-0fd30da1fc48,0.004025005182484165,0.004025005182484165,3562,4318.200000008801,4129,1151,1.0,0,0.002586,4085,1364,2934,1077,1151,287,15288.242,0.0,False,1.0,1.0,{}
36,36,C0_Baseline,W0,R0,033648cf-166e-48d7-86f1-ad596798ac75,0.0019125000108033419,0.0019125000108033419,4007,4087.933200004045,4484,1038,1.0,0,0.002958,3913,1352,2875,968,1038,384,17306.863,0.0,False,1.0,0.25,{}
37,37,C0_Baseline,W0,R0,9f73578b-821a-43c5-babd-223706ce5798,0.002049997419817373,0.002049997419817373,3306,3426.046399981715,3804,885,1.0,0,0.00241,3591,1125,2706,820,885,305,15763.314,0.0,False,0.95,1.0,{}
38,38,C0_Baseline,W0,R0,958e4e1f-bfb1-482e-a168-4c330cf8e7a0,0.002537504769861698,0.002537504769861698,3555,3411.95529999095,4095,997,1.0,0,0.002577,3826,1245,2829,929,997,316,15704.056,0.0,False,1.0,1.0,{}
39,39,C0_Baseline,W0,R0,9c585a60-1cf4-4d1e-b752-f096e2eaf61f,0.010062500223284587,0.010062500223284587,3249,3797.6869999838527,3753,899,1.0,0,0.002429,3636,1136,2737,830,899,306,14782.207,0.0,False,0.95,1.0,{}
40,40,C0_Baseline,W0,R0,691456a1-4389-4c5b-8831-b910b63f85fc,0.0018375030776951462,0.0018375030776951462,3963,4193.515299994033,4427,973,1.0,0,0.002583,3782,1226,2809,904,973,322,17940.983,0.0,False,1.0,1.0,{}
41,41,C0_Baseline,W0,R0,86376953-ab70-4e80-ad48-aa737dbfc623,0.0020124971342738718,0.0020124971342738718,3872,3679.4121999992058,4358,940,1.0,0,0.002385,3696,1165,2756,876,940,289,16278.996,0.0,False,1.0,1.0,{}
42,42,C0_Baseline,W0,R0,f06cf133-2d0a-412f-8b6e-2b3c8b3ae90f,0.002324995875824243,0.002324995875824243,3614,3801.793300022837,4130,904,1.0,0,0.002429,3644,1140,2740,835,904,305,16551.281,0.0,False,1.0,0.25,{}
43,43,C0_Baseline,W0,R0,dbf06fd9-35d9-45cf-9bcb-00ba039cfd9d,0.002037500962615013,0.002037500962615013,3481,3374.088100012159,4040,890,1.0,0,0.002465,3526,1143,2636,828,890,315,13904.176,0.0,False,1.0,1.0,{}
44,44,C0_Baseline,W0,R0,e115dac6-0879-49f8-87f6-5856a711ccde,0.0035000048228539526,0.0035000048228539526,4465,4555.495999986306,5020,1082,1.0,0,0.002432,3978,1287,2896,1017,1082,270,20953.797,0.0,False,1.0,0.25,{}
45,45,C0_Baseline,W0,R0,89d112bc-4019-4c69-bd70-463aabf4972b,0.0019124963728245348,0.0019124963728245348,3443,3991.0913000057917,3898,897,1.0,0,0.002462,3622,1144,2725,831,897,313,14690.172,0.0,False,1.0,1.0,{}
46,46,C0_Baseline,W0,R0,251d007c-fdd2-4e80-9a8f-4b9040f862cb,0.0019750004867091775,0.0019750004867091775,4440,3931.517299992265,4967,1358,1.0,0,0.002963,4300,1601,2942,1280,1358,321,18321.37,0.0,False,0.95,1.0,{}
47,47,C0_Baseline,W0,R0,4ff0b1fa-0596-4e4b-a4c7-74baaccb066a,0.002862496330635622,0.002862496330635622,3194,3166.9121999875642,3655,905,1.0,0,0.002155,3640,1086,2735,836,905,250,13753.397,0.0,False,1.0,0.25,{}
48,48,C0_Baseline,W0,R0,07c0dcaa-bba1-42de-b552-c37204ab4db7,0.0031875024433247745,0.0031875024433247745,3298,4092.2584000218194,3832,924,1.0,0,0.002429,3672,1159,2748,858,924,301,19879.975,0.0,False,1.0,0.75,{}
49,49,C0_Baseline,W0,R0,bb32e0d3-eae4-4a8e-8549-a4b6855f4d28,0.002437504008412361,0.002437504008412361,4557,3756.4216000027955,5163,1340,1.0,0,0.002865,4210,1573,2870,1268,1340,305,15525.129,0.0,False,1.0,1.0,{}
50,50,C0_Baseline,W0,R0,04c4eef7-27c1-41d9-a047-b7e6eb02a98d,0.0023000029614195228,0.0023000029614195228,3595,3890.5453000043053,4098,1041,1.0,0,0.002686,3916,1302,2875,973,1041,329,14889.63,0.0,False,1.0,1.0,{}
51,51,C0_Baseline,W0,R0,2dbeee7c-1d61-4513-957a-06a70a1b5922,0.003124998329440132,0.003124998329440132,3693,3996.4017999882344,4225,947,1.0,0,0.002602,3730,1209,2783,878,947,331,17351.32,0.0,False,1.0,1.0,{}
52,52,C0_Baseline,W0,R0,957d24f4-9639-4c3d-952a-f6ef1b53daf5,0.001837495801737532,0.001837495801737532,3523,3824.4807999872137,4002,921,1.0,0,0.002346,3682,1135,2761,850,921,285,16836.667,0.0,False,1.0,0.25,{}
53,53,C0_Baseline,W0,R0,48cb09ca-6cbd-4806-8584-37c9bdf43edb,0.002625001798151061,0.002625001798151061,3405,5782.2547999967355,3875,878,1.0,0,0.002213,3581,1079,2703,812,878,267,19103.952,0.0,False,0.95,0.0,{}
54,54,C0_Baseline,W0,R0,904cb626-054b-45b3-b8eb-37278e47b85f,0.0020874977053608745,0.0020874977053608745,4087,4190.629899996566,4588,1044,1.0,0,0.002714,3922,1310,2878,976,1044,334,19014.147,0.0,False,1.0,1.0,{}
55,55,C0_Baseline,W0,R0,ae486ff2-755f-4ca7-b1e1-6d6b29c458f1,0.001900007191579789,0.001900007191579789,3588,3368.7399000045843,4078,890,1.0,0,0.002125,3415,1075,2525,828,890,247,14545.166,0.0,False,1.0,1.0,{}
56,56,C0_Baseline,W0,R0,ee2017e2-455e-4af7-8c21-d26fd6e62686,0.0019375002011656761,0.0019375002011656761,3753,3678.1902000075206,4253,1056,1.0,0,0.002566,3940,1291,2884,989,1056,302,17410.382,0.0,False,1.0,0.0,{}
57,57,C0_Baseline,W0,R0,bb60eae5-adf5-43c4-8138-f0d3e8bf2275,0.002612505340948701,0.002612505340948701,2938,3861.890100000892,3395,734,1.0,0,0.002244,3131,975,2397,673,734,302,14854.412,0.0,False,0.95,0.0,{}
58,58,C0_Baseline,W0,R0,389b4988-e869-409b-9b3c-ad3b1db2c49e,0.0017749989638105035,0.0017749989638105035,3488,5046.29759999807,3946,904,1.0,0,0.002559,3646,1166,2742,835,904,331,17132.744,0.0,False,1.0,0.25,{}
59,59,C0_Baseline,W0,R0,31c0b210-5f67-485d-8ee5-2ecfcf03160e,0.002550001227064058,0.002550001227064058,3128,4861.278199998196,3585,890,1.0,0,0.00228,3579,1102,2689,824,890,278,16048.58,0.0,False,1.0,0.25,{}
60,60,C0_Baseline,W0,R0,e98a6507-090b-4dd3-8a81-e978a9913535,0.005262496415525675,0.005262496415525675,3168,3578.897600003984,3630,909,1.0,0,0.002244,3636,1111,2727,844,909,267,13440.397,0.0,False,1.0,0.25,{}
61,61,C0_Baseline,W0,R0,053403d9-7c02-4a6a-8c92-66baee5cf7e0,0.002037500962615013,0.002037500962615013,3544,4966.069999994943,4069,913,1.0,0,0.002483,3605,1165,2692,851,913,314,14924.426,0.0,False,1.0,1.0,{}
62,62,C0_Baseline,W0,R0,e6e0712a-4047-4ecd-b2bf-1498b95cfea1,0.0019874969439115375,0.0019874969439115375,2824,3824.799800000619,3271,759,1.0,0,0.002124,3265,969,2506,696,759,273,14741.795,0.0,False,0.9,0.25,{}
63,63,C0_Baseline,W0,R0,84e06a48-8d97-45a3-831a-9926a86d59ac,0.00223749884753488,0.00223749884753488,3491,3451.2443999992684,4017,941,1.0,0,0.002386,3715,1163,2774,874,941,289,14093.178,0.0,False,0.95,1.0,{}
64,64,C0_Baseline,W0,R0,41571639-e7bf-4a89-b2d4-dec15d84cf12,0.0020500010577961802,0.0020500010577961802,3483,3103.180100006284,3943,882,1.0,0,0.002297,3504,1101,2622,818,882,283,12993.118,0.0,False,1.0,1.0,{}
65,65,C0_Baseline,W0,R0,989a8752-7639-4c4d-8ccb-5950523fa978,0.0035125012800563127,0.0035125012800563127,2962,3460.0271999952383,3419,787,1.0,0,0.002037,3317,977,2530,727,787,250,15865.821,0.0,False,1.0,0.25,{}
66,66,C0_Baseline,W0,R0,84ffb8dc-11bc-4531-9eb8-c32505fa09d8,0.002525001036701724,0.002525001036701724,3822,2748.4435999940615,4287,922,1.0,0,0.002182,3675,1106,2753,854,922,252,16087.273,0.0,False,1.0,0.0,{}
67,67,C0_Baseline,W0,R0,298ae575-df8e-4fbd-b462-ef6631872510,0.0030000010156072676,0.0030000010156072676,3309,4436.688799993135,3789,905,1.0,0,0.002175,3640,1091,2735,837,905,254,17806.712,0.0,False,1.0,1.0,{}
68,68,C0_Baseline,W0,R0,f27853cc-c64b-4a00-ba63-1a6b9cce9800,0.0029750008252449334,0.0029750008252449334,3385,3605.051199992886,3871,912,1.0,0,0.002332,3650,1131,2738,847,912,284,15657.373,0.0,False,1.0,0.25,{}
69,69,C0_Baseline,W0,R0,8835b7f0-ad26-420c-baf6-12874bc89ca9,0.002362496161367744,0.002362496161367744,3708,4170.432999992045,4168,933,1.0,0,0.002463,3704,1169,2771,863,933,306,18953.646,0.0,False,0.95,0.0,{}
70,70,C0_Baseline,W0,R0,0b3981f3-6b50-46b9-9ee7-4184307eb1f5,0.02698751268326305,0.02698751268326305,3226,3935.8632000221405,3693,882,1.0,0,0.002277,3580,1096,2698,817,882,279,16506.04,0.0,False,1.0,1.0,{}
71,71,C0_Baseline,W0,R0,b4347e3c-bf3f-47fa-b3ff-a5482979a8ec,0.0024625005607958883,0.0024625005607958883,3012,2448.4433000034187,3451,817,1.0,0,0.001662,3445,919,2628,750,817,169,13128.087,0.0,False,0.95,0.0,{}
72,72,C0_Baseline,W0,R0,313a91aa-b529-4bf8-8a34-6234de259477,0.002012500772252679,0.002012500772252679,3401,3493.6889999953564,3881,942,1.0,0,0.002187,3717,1123,2775,874,942,249,16900.928,0.0,False,0.95,0.0,{}
73,73,C0_Baseline,W0,R0,011b2684-bb53-4f1a-bc2f-d61d99c1eb1a,0.0023875036276876926,0.0023875036276876926,3727,4234.487200010335,4212,955,1.0,0,0.002675,3740,1231,2785,887,955,344,26180.6,0.0,False,1.0,0.75,{}
74,74,C0_Baseline,W0,R0,fd5b81d5-293c-4469-bb04-8253db08f39b,0.003562498022802174,0.003562498022802174,4139,3329.5195999962743,4607,921,1.0,0,0.002121,3670,1094,2749,854,921,240,16353.416,0.0,False,1.0,1.0,{}
75,75,C0_Baseline,W0,R0,f64618df-5265-439b-95d5-bdb3fd0aae61,0.0019625003915280104,0.0019625003915280104,4638,3878.8329000235535,5209,1352,1.0,0,0.002872,4282,1581,2930,1277,1352,304,17668.624,0.0,False,1.0,1.0,{}
76,76,C0_Baseline,W0,R0,a2501344-cc2c-42ef-9ded-7b69b129e224,0.002012500772252679,0.002012500772252679,4616,4451.04050001828,5154,1352,1.0,0,0.003912,4270,1792,2918,1280,1352,512,16294.945,0.0,False,0.95,1.0,{}
77,77,C0_Baseline,W0,R0,5e22b1b8-3ff2-4347-a7fa-bbb83c0cb766,0.002100005076499656,0.002100005076499656,3026,3229.2236000066623,3489,869,1.0,0,0.002219,3451,1071,2582,801,869,270,13897.416,0.0,False,1.0,0.25,{}
78,78,C0_Baseline,W0,R0,508020c0-45ab-44a7-9bdc-65663b9d2f61,0.002212498657172546,0.002212498657172546,3597,3478.8063000014517,4144,915,1.0,0,0.002375,3658,1140,2743,848,915,292,22545.04,0.0,False,1.0,1.0,{}
79,79,C0_Baseline,W0,R0,89b2846a-da66-46e0-bf52-794cfea73d70,0.0018374994397163391,0.0018374994397163391,3122,3160.418000014033,3608,918,1.0,0,0.002128,3614,1094,2696,852,918,242,16121.091,0.0,False,1.0,1.0,{}
80,80,C0_Baseline,W0,R0,47a9c355-afe1-4748-8522-86cb2789a443,0.001925003743963316,0.001925003743963316,3293,3685.2621999860276,3798,922,1.0,0,0.002422,3682,1153,2760,853,922,300,15119.212,0.0,False,1.0,1.0,{}
81,81,C0_Baseline,W0,R0,0b1bce03-5ea9-4e5f-9e41-542772cff1b4,0.002124994352925569,0.002124994352925569,4659,4258.385299996007,5221,1342,1.0,0,0.003432,4224,1688,2882,1270,1342,418,16846.779,0.0,False,1.0,1.0,{}
82,82,C0_Baseline,W0,R0,c73b2422-b3f4-458c-8b62-eff7bc187ef6,0.002224998752353713,0.002224998752353713,3567,3670.217299979413,4055,941,1.0,0,0.002526,3714,1190,2773,873,941,317,15480.614,0.0,False,1.0,1.0,{}
83,83,C0_Baseline,W0,R0,5227ae1b-264a-4dbe-a957-78b8849f4091,0.0020624975149985403,0.0020624975149985403,3265,3226.56619999907,3843,982,1.0,0,0.002427,3796,1202,2814,913,982,289,15208.711,0.0,False,0.5,1.0,{}
84,84,C0_Baseline,W0,R0,a173fe9e-3fd5-4fdf-935c-a690d2642c37,0.006700003723381087,0.006700003723381087,3653,3228.220900025917,4137,869,1.0,0,0.002199,3439,1076,2570,810,869,266,15547.844,0.0,False,1.0,1.0,{}
85,85,C0_Baseline,W0,R0,c3bce099-5acc-4fe2-a41a-f971dcb83d59,0.0019750004867091775,0.0019750004867091775,3710,4094.414599996526,4218,1101,1.0,0,0.002846,4036,1377,2935,1028,1101,349,16493.404,0.0,False,0.95,1.0,{}
86,86,C0_Baseline,W0,R0,da8b4074-9d65-41fd-8afd-3f8c6108d9db,0.0018124956113751978,0.0018124956113751978,3915,3237.3406999977306,4389,904,1.0,0,0.002174,3636,1091,2732,837,904,254,17685.415,0.0,False,1.0,0.0,{}
87,87,C0_Baseline,W0,R0,cf2e384f-222b-46a6-81ea-b72f7fc83293,0.0019624967535492033,0.0019624967535492033,3660,3672.815099998843,4132,880,1.0,0,0.00216,3571,1071,2691,815,880,256,16404.518,0.0,False,0.95,0.0,{}
88,88,C0_Baseline,W0,R0,ae00e7e8-872f-4833-abf6-4c3eefbcd195,0.002125001628883183,0.002125001628883183,4372,3623.031600000104,4887,1182,1.0,0,0.002807,4036,1438,2854,1113,1182,325,16898.246,0.0,False,1.0,1.0,{}
89,89,C0_Baseline,W0,R0,78a2c013-bfb5-4849-9e65-c89faf55132b,0.002349996066186577,0.002349996066186577,3856,3581.704300013371,4316,936,1.0,0,0.002431,3708,1166,2772,867,936,299,15138.606,0.0,False,1.0,0.25,{}
90,90,C0_Baseline,W0,R0,6d8c9e16-0a8c-4d3d-b3ce-479824bccdcb,0.002937496901722625,0.002937496901722625,3268,4284.998100018129,3760,935,1.0,0,0.002535,3698,1188,2763,868,935,320,16446.698,0.0,False,1.0,0.25,{}
91,91,C0_Baseline,W0,R0,a9ef08bc-862c-438e-902e-61914bab635d,0.0028500071493908763,0.0028500071493908763,2781,3133.284299983643,3276,742,1.0,0,0.001997,3209,931,2467,680,742,251,12270.409,0.0,False,1.0,0.75,{}
92,92,C0_Baseline,W0,R0,a32a92b0-2863-420d-ae60-dcfb5cca17a7,0.004212502972222865,0.004212502972222865,4780,3550.9488999960013,5349,1357,1.0,0,0.002747,4295,1557,2938,1279,1357,278,15371.014,0.0,False,1.0,1.0,{}
93,93,C0_Baseline,W0,R0,a899d6a5-f993-4869-a96d-47ef1dfdc06f,0.0030124974728096277,0.0030124974728096277,4770,4144.040299986955,5320,1356,1.0,0,0.003916,4294,1792,2938,1280,1356,512,23641.215,0.0,False,1.0,1.0,{}
94,94,C0_Baseline,W0,R0,d9cb1504-8ec3-4e14-911c-739e108079a4,0.002037497324636206,0.002037497324636206,3570,3761.142100003781,4049,888,1.0,0,0.002228,3521,1093,2633,825,888,268,16806.737,0.0,False,1.0,1.0,{}
95,95,C0_Baseline,W0,R0,5595fd9b-faeb-4a01-88b9-c4844d462b3a,0.004287503543309867,0.004287503543309867,2808,2895.0551000016276,3250,772,1.0,0,0.001877,3211,929,2439,708,772,221,13358.662,0.0,False,0.95,0.0,{}
96,96,C0_Baseline,W0,R0,ee6c2a70-a1a0-49a5-9af3-b68f683e5277,0.003450004442129284,0.003450004442129284,3648,2454.2476999922656,4113,882,1.0,0,0.001872,3599,1010,2717,812,882,198,14310.395,0.0,False,1.0,0.0,{}
97,97,C0_Baseline,W0,R0,2aff9d94-7272-480f-b448-cdd1bc9a7567,0.0022875028662383556,0.0022875028662383556,4493,4098.452599981101,4948,1014,1.0,0,0.002559,3864,1254,2850,945,1014,309,17547.117,0.0,False,1.0,0.25,{}
98,98,C0_Baseline,W0,R0,a3a796d4-532c-4f0f-8e17-5c67ce841b2d,0.0015375007933471352,0.0015375007933471352,3065,4942.154699994717,3576,937,1.0,0,0.002527,3698,1189,2761,871,937,318,15365.411,0.0,False,1.0,0.25,{}
99,99,C0_Baseline,W0,R0,2eeccfd6-19f3-4f1e-a5ac-4f33a95c93c0,0.003862503945128992,0.003862503945128992,3704,3626.116900006309,4225,901,1.0,0,0.002401,3631,1134,2730,834,901,300,17976.663,0.0,False,1.0,0.25,{}
100,0,C2_R1_Hydration,W0,R1,1ee9fd01-6db3-4bad-bae8-4e48a36cba44,0.001737495040288195,0.001737495040288195,3245,9658.495400013635,1683,410,2.2204396910279263,521,0.002055,3093,1167,2683,838,410,329,22329.584,0.0,False,0.42,0.0,{}
101,1,C2_R1_Hydration,W0,R1,e9653c58-3224-4144-a73b-62f81bf4eb5b,0.002612505340948701,0.002612505340948701,3048,5021.80880002561,1449,355,2.442374051069703,536,0.00198,3047,1122,2692,797,355,325,16752.811,0.0,False,0.35,1.0,{}
102,2,C2_R1_Hydration,W0,R1,9ba0de7a-41ea-415b-8f90-248867d6ffa0,0.0021750056475866586,0.0021750056475866586,3941,3747.9190999874845,2034,438,2.1912487708947888,524,0.001818,3153,1148,2715,872,438,276,17152.12,0.0,False,0.35,1.0,{}
103,3,C2_R1_Hydration,W0,R1,c9ba9796-5a64-457c-b681-a3a297623d45,0.0019749968487303704,0.0019749968487303704,3553,3886.343799997121,1608,366,2.503731343283582,539,0.001691,3079,1074,2713,809,366,265,13018.713,0.0,False,0.35,0.0,{}
