metric,baseline,comparison,n,statistic,p_value,significant_p05,effect_size,median_reduction
handoff_latency_ms,D_W0_R0,D_W0_R1,100,1459.0,0.9998764535245005,False,-0.3558657762187878,-414.0821500623133
handoff_latency_ms,D_W0_R0,D_W0_R2,100,815.0,0.999999997942903,False,-0.8956173277323283,-1042.1321000321768
handoff_latency_ms,D_W0_R0,D_W0_R3,100,1449.0,0.9998920461938593,False,-0.5691137203437452,-662.2155000513885
handoff_latency_ms,D_W0_R0,D_W0_R4,100,1155.0,0.9999987644815307,False,-0.6925074405488291,-805.7953000243288
handoff_latency_ms,D_W0_R0,D_W1_R0,100,2996.0,0.05267513047195846,False,0.040995081082009145,47.70149997784756
handoff_latency_ms,D_W0_R0,D_W1_R1,100,1641.0,0.998815062016502,False,-0.335785736333662,-390.71720000356436
handoff_latency_ms,D_W0_R0,D_W1_R2,100,683.0,0.9999999998800873,False,-1.0997757364035745,-1279.6889500168618
handoff_latency_ms,D_W0_R0,D_W1_R3,100,1432.0,0.9999143920253095,False,-0.4820999708739953,-560.967100027483
handoff_latency_ms,D_W0_R0,D_W1_R4,100,1412.0,0.9999351046866998,False,-0.6252489604184787,-727.5339500338305
handoff_latency_ms,D_W0_R0,D_W2_R0,100,2926.0,0.08398310753031807,False,0.03983410596823552,46.35059999418445
handoff_latency_ms,D_W0_R0,D_W2_R1,100,1724.0,0.9970572946817854,False,-0.3903035693936694,-454.15365003282204
handoff_latency_ms,D_W0_R0,D_W2_R2,100,758.0,0.9999999993820671,False,-1.0850312061879865,-1262.5323500251397
handoff_latency_ms,D_W0_R0,D_W2_R3,100,1533.0,0.9996761587479559,False,-0.45904822491612246,-534.1443000652362
handoff_latency_ms,D_W0_R0,D_W2_R4,100,1386.0,0.9999550318792523,False,-0.6118014067185545,-711.8865000084043
handoff_latency_ms,D_W0_R0,D_W3_R0,100,3262.0,0.005637705955818563,True,0.10673601744128232,124.19704996864311
handoff_latency_ms,D_W0_R0,D_W3_R1,100,1822.0,0.9921785512066957,False,-0.25300921525689074,-294.3992000364233
handoff_latency_ms,D_W0_R0,D_W3_R2,100,729.0,0.9999999996696669,False,-1.0603461540845627,-1233.8090500270482
handoff_latency_ms,D_W0_R0,D_W3_R3,100,1661.0,0.9985144519114314,False,-0.40247167842251386,-468.31234998535365
handoff_latency_ms,D_W0_R0,D_W3_R4,100,1189.0,0.999997821700297,False,-0.7290961187101267,-848.3695500181057
handoff_latency_ms,D_W0_R0,D_W4_R0,100,2817.0,0.15769151093590328,False,-0.00962249772626838,-11.196650011697784
handoff_latency_ms,D_W0_R0,D_W4_R1,100,1455.0,0.9998829283463511,False,-0.45354113433133275,-527.7363000204787
handoff_latency_ms,D_W0_R0,D_W4_R2,100,955.0,0.9999999663379704,False,-0.8687316308786882,-1010.8481500064954
handoff_latency_ms,D_W0_R0,D_W4_R3,100,1443.0,0.9999004940536508,False,-0.5601858825807282,-651.8271499953698
handoff_latency_ms,D_W0_R0,D_W4_R4,100,1578.0,0.9994352175155798,False,-0.4625997740594068,-538.2768500421662
