metric,baseline,comparison,n,statistic,p_value,significant_p05,effect_size,median_reduction
execution_latency_ms,D_W0_R0,D_W0_R1,100,2470.0,0.5749958618825435,False,-0.01478260470232242,-39.10750000000553
execution_latency_ms,D_W0_R0,D_W0_R2,100,242.0,0.9999999999999979,False,-1.3905863849244093,-3678.8075000000026
execution_latency_ms,D_W0_R0,D_W0_R3,100,1521.0,0.9997218567021732,False,-0.3970069163146854,-1050.2850000000035
execution_latency_ms,D_W0_R0,D_W0_R4,100,149.0,0.9999999999999999,False,-1.9780998077865828,-5233.0790000000015
execution_latency_ms,D_W0_R0,D_W1_R0,100,3072.0,0.030002035783909496,True,0.3581811038901067,947.5709999999981
execution_latency_ms,D_W0_R0,D_W1_R1,100,2494.0,0.5424421083479422,False,-0.04264058060602207,-112.80600000000413
execution_latency_ms,D_W0_R0,D_W1_R2,100,151.0,0.9999999999999999,False,-1.7144967560540794,-4535.715000000004
execution_latency_ms,D_W0_R0,D_W1_R3,100,1659.0,0.99854737508319,False,-0.39316360919173227,-1040.1175000000003
execution_latency_ms,D_W0_R0,D_W1_R4,100,179.0,0.9999999999999997,False,-1.7291026461185848,-4574.355000000003
execution_latency_ms,D_W0_R0,D_W2_R0,100,2901.0,0.09803836603891847,False,0.21397666744423316,566.0769999999975
execution_latency_ms,D_W0_R0,D_W2_R1,100,2309.0,0.7711617241775175,False,-0.0679782466752202,-179.83699999999953
execution_latency_ms,D_W0_R0,D_W2_R2,100,261.0,0.9999999999999964,False,-1.6358103583257433,-4327.549500000001
execution_latency_ms,D_W0_R0,D_W2_R3,100,1745.0,0.9963396605992747,False,-0.4034221301663871,-1067.2565000000031
execution_latency_ms,D_W0_R0,D_W2_R4,100,204.0,0.9999999999999992,False,-1.5621991671955207,-4132.8105
execution_latency_ms,D_W0_R0,D_W3_R0,100,3532.0,0.00026769725869318353,True,0.5697903621864631,1507.3849999999984
execution_latency_ms,D_W0_R0,D_W3_R1,100,3513.0,0.0003405639965707599,True,0.45438795470940624,1202.0869999999977
execution_latency_ms,D_W0_R0,D_W3_R2,100,408.0,0.9999999999998318,False,-1.497171582472773,-3960.7795000000006
execution_latency_ms,D_W0_R0,D_W3_R3,100,2083.0,0.9357117802287241,False,-0.18703382766491752,-494.799500000001
execution_latency_ms,D_W0_R0,D_W3_R4,100,154.0,0.9999999999999998,False,-1.9140663610263007,-5063.6780000000035
execution_latency_ms,D_W0_R0,D_W4_R0,100,2696.0,0.27828173621641844,False,0.1560722891221213,412.8904999999977
execution_latency_ms,D_W0_R0,D_W4_R1,100,2509.0,0.521936025183391,False,-0.018825495416215754,-49.802999999999884
execution_latency_ms,D_W0_R0,D_W4_R2,100,392.0,0.9999999999998883,False,-1.318838351975553,-3488.997500000005
execution_latency_ms,D_W0_R0,D_W4_R3,100,1900.0,0.9841809381615334,False,-0.23925404263700395,-632.9485000000022
execution_latency_ms,D_W0_R0,D_W4_R4,100,129.0,0.9999999999999999,False,-1.8219944437322497,-4820.101000000002
