metric,baseline,comparison,n,statistic,p_value,significant_p05,effect_size,median_reduction
estimated_cost_usd,D_W0_R0,D_W0_R1,100,4539.5,2.156505224841231e-12,True,1.155610581831652,0.0003585000000000003
estimated_cost_usd,D_W0_R0,D_W0_R2,100,0.0,1.0,False,-7.6589420988340375,-0.0023759999999999996
estimated_cost_usd,D_W0_R0,D_W0_R3,100,1981.0,0.9692893296436428,False,-0.3884269877565241,-0.00012049999999999995
estimated_cost_usd,D_W0_R0,D_W0_R4,100,1134.5,0.999999127848142,False,-0.689820542571752,-0.00021399999999999978
estimated_cost_usd,D_W0_R0,D_W1_R0,100,2974.5,0.061109005558062736,False,0.22886569403081475,7.099999999999988e-05
estimated_cost_usd,D_W0_R0,D_W1_R1,100,4384.0,8.194245999016366e-11,True,1.2313619030953715,0.00038199999999999996
estimated_cost_usd,D_W0_R0,D_W1_R2,100,0.0,1.0,False,-7.397841800010152,-0.002295
estimated_cost_usd,D_W0_R0,D_W1_R3,100,1520.0,0.9997253801802946,False,-0.6446920958614514,-0.0002000000000000001
estimated_cost_usd,D_W0_R0,D_W1_R4,100,1356.0,0.9999708280489609,False,-0.8912868225284556,-0.00027649999999999984
estimated_cost_usd,D_W0_R0,D_W2_R0,100,2662.5,0.31818826040511894,False,0.03384633503272648,1.0500000000000093e-05
estimated_cost_usd,D_W0_R0,D_W2_R1,100,4431.0,2.8111918238884813e-11,True,1.2087976797402218,0.00037500000000000033
estimated_cost_usd,D_W0_R0,D_W2_R2,100,0.0,1.0,False,-7.723411308420183,-0.0023959999999999997
estimated_cost_usd,D_W0_R0,D_W2_R3,100,2106.0,0.925159502940952,False,-0.3078404757738432,-9.55000000000001e-05
estimated_cost_usd,D_W0_R0,D_W2_R4,100,1207.5,0.9999970508111503,False,-0.6108457608287249,-0.0001895
estimated_cost_usd,D_W0_R0,D_W3_R0,100,2477.5,0.564867115520447,False,-0.18534897756016802,-5.750000000000026e-05
estimated_cost_usd,D_W0_R0,D_W3_R1,100,4460.0,1.4342482661309944e-11,True,1.2732668893263657,0.00039499999999999995
estimated_cost_usd,D_W0_R0,D_W3_R2,100,0.0,1.0,False,-7.8604083787907415,-0.0024384999999999997
estimated_cost_usd,D_W0_R0,D_W3_R3,100,1867.5,0.9881112429211534,False,-0.7349489892820539,-0.0002279999999999999
estimated_cost_usd,D_W0_R0,D_W3_R4,100,1295.5,0.9999881812038518,False,-0.8219824222233502,-0.000255
estimated_cost_usd,D_W0_R0,D_W4_R0,100,2700.0,0.27368390555600897,False,-0.009670381437923049,-3.000000000000398e-06
estimated_cost_usd,D_W0_R0,D_W4_R1,100,3898.0,1.1743779434445983e-06,True,1.0024962090645566,0.0003110000000000001
estimated_cost_usd,D_W0_R0,D_W4_R2,100,0.0,1.0,False,-7.480040042232485,-0.0023204999999999996
estimated_cost_usd,D_W0_R0,D_W4_R3,100,2225.0,0.848846913466462,False,-0.2868879826583461,-8.90000000000001e-05
estimated_cost_usd,D_W0_R0,D_W4_R4,100,1298.5,0.999979900979795,False,-0.6172926817873389,-0.00019149999999999983
