condition,write_algorithm,read_algorithm,n,write_latency_ms_mean,write_latency_ms_p50,write_latency_ms_p95,write_latency_ms_p99,write_latency_ms_std,flush_latency_ms_mean,flush_latency_ms_p50,flush_latency_ms_p95,flush_latency_ms_p99,flush_latency_ms_std,total_bytes_written_mean,total_bytes_written_p50,total_bytes_written_p95,total_bytes_written_p99,total_bytes_written_std,handoff_latency_ms_mean,handoff_latency_ms_p50,handoff_latency_ms_p95,handoff_latency_ms_p99,handoff_latency_ms_std,context_payload_bytes_mean,context_payload_bytes_p50,context_payload_bytes_p95,context_payload_bytes_p99,context_payload_bytes_std,context_token_count_mean,context_token_count_p50,context_token_count_p95,context_token_count_p99,context_token_count_std,compression_ratio_mean,compression_ratio_p50,compression_ratio_p95,compression_ratio_p99,compression_ratio_std,input_token_delta_mean,input_token_delta_p50,input_token_delta_p95,input_token_delta_p99,input_token_delta_std,estimated_cost_usd_mean,estimated_cost_usd_p50,estimated_cost_usd_p95,estimated_cost_usd_p99,estimated_cost_usd_std,input_tokens_used_mean,input_tokens_used_p50,input_tokens_used_p95,input_tokens_used_p99,input_tokens_used_std,output_tokens_used_mean,output_tokens_used_p50,output_tokens_used_p95,output_tokens_used_p99,output_tokens_used_std,simulator_input_tokens_mean,simulator_input_tokens_p50,simulator_input_tokens_p95,simulator_input_tokens_p99,simulator_input_tokens_std,simulator_output_tokens_mean,simulator_output_tokens_p50,simulator_output_tokens_p95,simulator_output_tokens_p99,simulator_output_tokens_std,handoff_input_tokens_mean,handoff_input_tokens_p50,handoff_input_tokens_p95,handoff_input_tokens_p99,handoff_input_tokens_std,handoff_output_tokens_mean,handoff_output_tokens_p50,handoff_output_tokens_p95,handoff_output_tokens_p99,handoff_output_tokens_std,execution_latency_ms_mean,execution_latency_ms_p50,execution_latency_ms_p95,execution_latency_ms_p99,execution_latency_ms_std,simulated_wan_latency_ms_mean,simulated_wan_latency_ms_p50,simulated_wan_latency_ms_p95,simulated_wan_latency_ms_p99,simulated_wan_latency_ms_std,retrieval_accuracy_score_mean,retrieval_accuracy_score_p50,retrieval_accuracy_score_p95,retrieval_accuracy_score_p99,retrieval_accuracy_score_std,state_integrity_score_mean,state_integrity_score_p50,state_integrity_score_p95,state_integrity_score_p99,state_integrity_score_std
D_W0_R0,W0,R0,10,0.002836250132531859,0.0025562512746546417,0.004341878593550063,0.004508377242018469,0.00084591929182434,0.002836250132531859,0.0025562512746546417,0.004341878593550063,0.004508377242018469,0.00084591929182434,3615.7,3651.5,4048.25,4060.85,338.36254225312825,3590.2525499928743,3626.233949995367,4161.666299996432,4244.835659994278,439.8415564717206,4124.9,4144.5,4592.349999999999,4641.67,342.12642400142084,988.4,948.0,1194.8999999999996,1309.38,121.88207415366708,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024853999999999996,0.0024415,0.0033206499999999988,0.00378253,0.0005181116095977777,3773.2,3719.0,4050.7499999999995,4167.75,158.78337444455576,1219.9,1182.0,1549.2999999999995,1731.46,195.57885877568668,2784.8,2773.0,2855.85,2858.37,44.696308572408974,920.5,882.5,1124.1499999999996,1236.8300000000002,120.2665788987115,988.4,948.0,1194.8999999999996,1309.38,121.88207415366708,299.4,294.5,425.1499999999998,494.63000000000005,81.63602146111728,15607.6165,15665.5845,17337.2521,17642.33842,1199.5871407061059,0.0,0.0,0.0,0.0,0.0,0.9400000000000001,1.0,1.0,1.0,0.14798648586948743,0.625,1.0,1.0,1.0,0.46435439052516775
D_W0_R1,W0,R1,10,0.0041012517613125965,0.003650005965027958,0.007394378371827769,0.007578878467029426,0.0018820669897513704,0.0041012517613125965,0.003650005965027958,0.007394378371827769,0.007578878467029426,0.0018820669897513704,3676.6,3529.5,4395.599999999999,4716.72,419.7190012377328,4314.258420004626,4300.745100001222,5627.086299996879,6426.2387799916905,851.8604164023376,1986.9,1852.5,2723.199999999999,3070.2400000000002,422.7981669780511,466.7,409.5,707.9999999999997,816.0,133.0646835189563,2.1403758530295134,2.1658838996457224,2.4031242693151325,2.4072283117548277,0.20899236129270704,532.0,537.0,538.0,538.0,8.774964387392123,0.0020377,0.0019190000000000001,0.0028058499999999986,0.0032835700000000004,0.0004759451754141438,3228.1,3141.0,3574.6499999999996,3734.13,195.4683861907086,1218.3,1171.5,1518.3999999999994,1737.2800000000002,193.40374867101204,2761.4,2740.0,2866.6499999999996,2918.13,65.81823455547863,904.1,844.0,1137.3499999999997,1251.47,131.3609150394439,466.7,409.5,707.9999999999997,816.0,133.0646835189563,314.2,300.0,432.3499999999998,496.07000000000005,74.08211660043197,16725.0462,16416.961499999998,21217.782999999996,23118.748600000003,2741.4963636951193,0.0,0.0,0.0,0.0,0.0,0.3805,0.35,0.5709999999999998,0.6502000000000001,0.10701518583827252,0.675,0.875,1.0,1.0,0.35443617196894567
D_W0_R2,W0,R2,10,0.003346249650348909,0.0028249978640815243,0.006269375080591997,0.006813876607338898,0.00159238560196041,0.003346249650348909,0.0028249978640815243,0.006269375080591997,0.006813876607338898,0.00159238560196041,3476.7,3402.5,3990.0,4004.4,333.7553145644276,5345.786289995885,4969.8651999933645,7931.927969996465,8958.168233994511,1452.969677497344,1211.8,1223.0,1295.8,1308.76,69.94111809229247,296.6,298.0,298.0,298.0,3.2310988842807027,3.528050288429319,3.45615510601567,4.209984883488776,4.435975471321411,0.3954451134282242,647.6,638.5,736.5,747.3,56.71366678323665,0.004838299999999999,0.0048385,0.00519425,0.005228450000000001,0.0002798517643324768,3042.1,3062.0,3164.15,3176.03,121.87325383364472,1327.9,1319.5,1446.1499999999999,1479.63,70.46055634182858,2745.5,2764.5,2866.6,2878.12,122.05183325128714,873.6,863.0,962.05,973.21,56.42907052220512,296.6,298.0,298.0,298.0,3.2310988842807027,454.3,455.5,512.0,512.0,56.30461792783963,20616.3489,20658.2705,24727.507899999997,25996.45678,2670.3834937723996,0.0,0.0,0.0,0.0,0.0,0.837,0.85,0.85,0.85,0.039,0.75,1.0,1.0,1.0,0.3535533905932738
D_W0_R3,W0,R3,10,0.005032499393564649,0.002281252818647772,0.017706245671433835,0.026931243883154824,0.008083001401308104,0.005032499393564649,0.002281252818647772,0.017706245671433835,0.026931243883154824,0.008083001401308104,3884.6,3692.5,4869.349999999999,5156.27,578.6289311812882,4140.487709999434,4243.994449992897,5004.270750004797,5244.164310004562,633.3704002723103,2546.3,2778.5,3293.3999999999996,3382.68,632.3129051347917,662.7,670.5,877.4,880.28,157.7612436563556,1.8100162746760549,1.6115837627342804,2.5197411547413147,2.655593438387462,0.47507202912920365,418.6,372.5,732.0,732.0,214.49811187980185,0.0028237,0.002859,0.0034373999999999997,0.00344028,0.0005042977394357425,3464.0,3484.5,3759.4,3798.28,212.52952736031764,1429.9,1375.5,1792.0,1792.0,250.54917680966346,2801.3,2804.5,2937.2,2938.64,88.36407641117515,997.7,927.0,1280.0,1280.0,179.53275467167543,662.7,670.5,877.4,880.28,157.7612436563556,432.2,461.0,512.0,512.0,87.66162216158222,20957.248,18227.3215,38229.15784999997,48831.621170000006,10416.659659172656,0.0,0.0,0.0,0.0,0.0,0.607,0.65,0.7364999999999999,0.7473,0.1078934659745436,0.875,1.0,1.0,1.0,0.20155644370746376
D_W0_R4,W0,R4,10,0.0028124999516876414,0.0024499986466253176,0.00480125072499504,0.005890249849471729,0.001188972717723875,0.0028124999516876414,0.0024499986466253176,0.00480125072499504,0.005890249849471729,0.001188972717723875,3729.9,3413.0,4968.699999999999,5254.54,634.9762908959673,4516.726859999471,4493.88939999335,5518.528869992588,5608.159293986391,738.9441133194493,3170.1,2915.0,4365.299999999999,4590.66,619.3645856843932,810.5,739.0,1121.3999999999999,1167.48,159.8751075058278,1.3209318703409336,1.3089059060593784,1.4353907235407974,1.4618673859767264,0.0638850658673133,204.7,203.0,236.84999999999997,246.57,22.307173734025564,0.002633,0.0024600000000000004,0.0034473999999999993,0.0036806800000000004,0.0005004286162880776,3550.6,3492.0,4055.5,4102.3,287.2699775472543,1286.4,1219.5,1688.9499999999998,1771.39,220.469589739719,2740.1,2753.0,2934.1,2934.82,146.25624772979788,921.9,863.0,1223.7499999999998,1268.75,156.60424643029322,810.5,739.0,1121.3999999999999,1167.48,159.8751075058278,364.5,340.0,485.44999999999993,506.69,73.96113844445608,21775.6535,21668.505,25096.158799999997,26069.69816,2101.0939696693836,0.0,0.0,0.0,0.0,0.0,0.844,0.85,0.8885,0.9137000000000001,0.046303347611160915,1.0,1.0,1.0,1.0,0.0
D_W1_R0,W1,R0,10,1.1447974982729647,1.1112625015812228,1.3966699923912527,1.4773639939085115,0.14972210899570806,0.01030999919748865,0.007225000445032492,0.019296249956823882,0.02061924955341965,0.0051846660260034365,3493.3,3399.5,4354.499999999999,4617.3,556.1420771709329,3636.1447600007523,3673.8713500089943,4429.204039984324,4622.157847976487,610.498152000465,3975.1,3902.0,4876.549999999999,5172.11,580.2545045064277,923.0,923.0,1170.4499999999996,1299.69,164.62077633154328,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023090000000000003,0.0023639999999999998,0.0027344499999999994,0.0028564899999999997,0.00034115832101826274,3597.6,3673.5,4041.9499999999994,4210.79,348.25973066089625,1134.3,1134.0,1414.3499999999997,1542.8700000000001,192.3741406738442,2674.6,2750.5,2871.5,2911.1,197.33990980032397,857.1,856.5,1101.5499999999997,1231.51,162.4385730053056,923.0,923.0,1170.4499999999996,1299.69,164.62077633154328,277.2,293.5,313.2,314.64,42.02332685545017,16073.6791,16759.211499999998,18880.00345,19189.58869,2158.958906700424,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,1.0,1.0,1.0,0.04582575694955841,0.55,0.625,1.0,1.0,0.4301162633521313
D_W1_R1,W1,R1,10,1.1099562492745463,1.1028937533410499,1.2066949990185094,1.2117889998262399,0.06496519432109199,0.0111510040005669,0.009450002835365012,0.019513757433742274,0.02258275984786451,0.005268403401597479,3635.2,3591.0,4285.099999999999,4480.22,391.5042273079564,4143.76806000073,4072.97785000992,5104.765784999471,5390.9185170108685,581.4694483463364,2005.4,1933.5,2687.4999999999995,2806.3,392.2086689505983,488.7,444.5,650.9499999999999,675.79,103.07380850633201,2.1096447982444997,2.1856244895208534,2.4816742978104367,2.5802920788134243,0.29742202738583373,502.8,536.5,538.55,538.91,76.26899763337657,0.0021541999999999998,0.00216,0.0027542,0.00275564,0.0004334348393934203,3245.8,3200.0,3578.2,3601.24,205.68266820517474,1229.5,1204.0,1469.0499999999997,1523.41,155.7955390888969,2757.1,2749.5,2932.15,2936.83,126.33008351141069,896.4,853.0,1086.55,1115.71,103.57432114187378,488.7,444.5,650.9499999999999,675.79,103.07380850633201,333.1,327.0,444.79999999999995,464.96000000000004,76.77948944868024,16973.519500000002,16449.1005,20076.669299999998,21437.78106,1901.6099119240653,0.0,0.0,0.0,0.0,0.0,0.348,0.35,0.45,0.45,0.06352952069707436,0.85,1.0,1.0,1.0,0.2549509756796392
D_W1_R2,W1,R2,10,1.177853750778013,1.1913250036741374,1.321023751188477,1.3219147540439735,0.11799886500992655,0.010277999535901472,0.008387498382944614,0.018902498050010753,0.021980492674629204,0.004894302898755763,3387.2,3318.0,4113.749999999999,4439.55,434.6165666423681,5329.3979300011415,5155.291399991256,7800.542085003687,8757.929217008059,1463.7276401714257,1206.7,1202.5,1349.2,1357.84,104.8570932269248,297.2,298.0,298.0,298.0,2.0880613017821097,3.4817677578749695,3.4406593448470346,4.483756503972517,4.943045717038159,0.6313732228484171,611.3,612.0,861.5499999999997,969.9100000000001,161.0515755899333,0.0045827,0.0044425,0.005293849999999999,0.0054259700000000004,0.00044129968275538107,2954.0,3040.0,3190.9,3233.38,190.96491824416336,1248.6,1239.0,1552.0999999999997,1689.6200000000001,195.039585725565,2656.8,2742.0,2892.9,2935.38,189.89881516218054,839.0,836.5,1084.2499999999998,1190.45,158.71168829043438,297.2,298.0,298.0,298.0,2.0880613017821097,409.6,396.0,512.0,512.0,70.86353081804491,21249.057599999996,21113.932,24826.18195,24914.745189999998,2719.6025130451762,0.0,0.0,0.0,0.0,0.0,0.837,0.85,0.8885,0.9137000000000001,0.04817675788178362,0.95,1.0,1.0,1.0,0.15
D_W1_R3,W1,R3,10,1.0764800012111664,1.0264437532896409,1.4628481236286457,1.624699619715102,0.21708026069029712,0.011242500477237627,0.00696250208420679,0.028029995155520716,0.035085996496491134,0.009145953560291187,3672.0,3582.5,4472.099999999999,4775.22,491.32616457909097,4361.271590000251,4274.527999994461,5249.755615000322,5310.836562999466,536.3539350343486,2988.3,2958.5,4074.4999999999995,4193.3,857.6119227249584,774.8,773.0,1098.1,1127.6200000000001,225.73958447733528,1.4739709387789262,1.3983868938988524,2.214957406629252,2.2611333174995725,0.4046960910549679,218.1,235.0,474.1,474.82,168.00562490583462,0.0028018,0.0028215000000000002,0.00359235,0.0036704700000000003,0.0005319653748130606,3535.8,3538.5,3987.1,4045.42,288.8389862882087,1316.9,1250.5,1628.9999999999995,1758.6000000000001,182.1101040579572,2761.0,2753.0,2889.0,2917.8,83.9416463979591,911.5,862.0,1130.1499999999996,1250.03,129.49922779692548,774.8,773.0,1098.1,1127.6200000000001,225.73958447733528,405.4,388.0,511.55,511.91,71.45096220485767,18604.405000000002,17767.089500000002,22990.425150000003,23029.763430000003,2399.7057679415625,0.0,0.0,0.0,0.0,0.0,0.76,0.85,0.95,0.95,0.2118962010041709,0.875,1.0,1.0,1.0,0.25617376914899
D_W1_R4,W1,R4,10,1.1187637497641845,1.0925312526524067,1.2982206240849337,1.3098441209149314,0.12221584237119319,0.010972503514494747,0.009837502148002386,0.01825999534048605,0.020852001980529167,0.004187277515839955,3662.2,3656.0,4196.049999999999,4423.21,332.6646359323455,4640.518780000275,4205.424949992448,7026.7077000040435,7376.891939997149,1284.1796854845536,3094.9,3040.5,3631.0999999999995,3826.2200000000003,330.18553875056375,796.1,766.0,1036.6499999999996,1124.13,138.5687194138706,1.3268632447925717,1.3150705052878964,1.391301290329039,1.3960996326216002,0.04295147119820055,213.6,205.5,270.94999999999993,288.59000000000003,33.66363022610604,0.0026001,0.002542,0.003327549999999999,0.0036303100000000003,0.0004513141810313521,3551.6,3490.5,3958.5499999999997,4052.51,240.29240520665647,1277.5,1218.0,1599.8499999999995,1753.5700000000002,194.96268873812753,2755.5,2728.5,2921.9,2928.38,117.42337927346496,916.7,875.0,1162.5499999999997,1256.51,139.3521079854912,796.1,766.0,1036.6499999999996,1124.13,138.5687194138706,360.8,344.5,475.9999999999999,504.8,73.50074829551056,21441.677499999998,21140.038999999997,24181.202299999997,24710.757260000002,1612.3860277005783,0.0,0.0,0.0,0.0,0.0,0.837,0.85,0.9365,0.9472999999999999,0.07950471684120382,1.0,1.0,1.0,1.0,0.0
