metric,baseline,comparison,n,statistic,p_value,significant_p05,effect_size,median_reduction
context_token_count,D_W0_R0,D_W0_R1,10,55.0,0.0009765625,True,4.418205086636851,538.5
context_token_count,D_W0_R0,D_W0_R2,10,55.0,0.0009765625,True,5.333023781455809,650.0
context_token_count,D_W0_R0,D_W0_R3,10,55.0,0.0009765625,True,2.276790922083057,277.5
context_token_count,D_W0_R0,D_W0_R4,10,46.0,0.0322265625,True,1.7147722620373296,209.0
context_token_count,D_W0_R0,D_W1_R0,10,33.0,0.125,False,0.2051162992867619,25.0
context_token_count,D_W0_R0,D_W1_R1,10,55.0,0.0009765625,True,4.131042267635385,503.5
context_token_count,D_W0_R0,D_W1_R2,10,55.0,0.0009765625,True,5.333023781455809,650.0
context_token_count,D_W0_R0,D_W1_R3,10,50.0,0.009765625,True,1.4358140950073333,175.0
context_token_count,D_W0_R0,D_W1_R4,10,51.0,0.0068359375,True,1.4932466588076265,182.0
context_token_count,D_W0_R0,D_W2_R0,10,39.0,0.1376953125,False,0.11076280161485143,13.5
context_token_count,D_W0_R0,D_W2_R1,10,55.0,0.0009765625,True,4.368977174808029,532.5
context_token_count,D_W0_R0,D_W2_R2,10,55.0,0.0009765625,True,5.333023781455809,650.0
context_token_count,D_W0_R0,D_W2_R3,10,52.0,0.0048828125,True,3.400828242174512,414.5
context_token_count,D_W0_R0,D_W2_R4,10,44.0,0.052734375,False,1.8706606494952684,228.0
context_token_count,D_W0_R0,D_W3_R0,10,44.0,0.0498046875,True,0.3158791009016133,38.5
context_token_count,D_W0_R0,D_W3_R1,10,55.0,0.0009765625,True,4.258214373193177,519.0
context_token_count,D_W0_R0,D_W3_R2,10,55.0,0.0009765625,True,5.337126107441544,650.5
context_token_count,D_W0_R0,D_W3_R3,10,55.0,0.0009765625,True,2.875730516000402,350.5
context_token_count,D_W0_R0,D_W3_R4,10,46.0,0.0322265625,True,1.5793955045080665,192.5
context_token_count,D_W0_R0,D_W4_R0,10,31.0,0.384765625,False,0.11076280161485143,13.5
context_token_count,D_W0_R0,D_W4_R1,10,55.0,0.0009765625,True,4.2869306550933235,522.5
context_token_count,D_W0_R0,D_W4_R2,10,55.0,0.0009765625,True,5.333023781455809,650.0
context_token_count,D_W0_R0,D_W4_R3,10,55.0,0.0009765625,True,2.2439723141971752,273.5
context_token_count,D_W0_R0,D_W4_R4,10,55.0,0.0009765625,True,1.6163164383796838,197.0
