step_sequence_number,iteration,condition,write_algorithm,read_algorithm,session_id,write_latency_ms,flush_latency_ms,total_bytes_written,handoff_latency_ms,context_payload_bytes,context_token_count,compression_ratio,input_token_delta,estimated_cost_usd,input_tokens_used,output_tokens_used,simulator_input_tokens,simulator_output_tokens,handoff_input_tokens,handoff_output_tokens,execution_latency_ms,simulated_wan_latency_ms,wan_simulation_active,retrieval_accuracy_score,state_integrity_score,extra
26,26,C0_Baseline,W0,R0,850740ce-a1c5-43d4-9292-8c5a77f28331,0.002637501893332228,0.002637501893332228,3450,2874.8877000180073,3925,865,1.0,0,0.001945,3446,1021,2581,805,865,216,13749.347,0.0,False,1.0,0.0,{}
27,27,C0_Baseline,W0,R0,663962c6-7548-4a39-a291-858e9ddce49e,0.003999997716164216,0.003999997716164216,3792,3849.9354000086896,4269,930,1.0,0,0.00254,3692,1184,2762,862,930,322,16370.553,0.0,False,1.0,0.25,{}
28,28,C0_Baseline,W0,R0,7be1e3fe-8df7-4391-af55-64a78cddc9c9,0.0021875021047890186,0.0021875021047890186,2987,3269.7059999918565,3449,731,1.0,0,0.002011,3094,930,2363,674,731,256,15709.44,0.0,False,1.0,0.5,{}
29,29,C0_Baseline,W0,R0,07256c19-e95b-46f1-b4df-a06ecb388533,0.004599998646881431,0.004599998646881431,3909,4290.068000002066,4410,936,1.0,0,0.002681,3704,1217,2768,868,936,349,15640.413,0.0,False,0.95,0.25,{}
30,30,C0_Baseline,W0,R0,fc8f12f2-bf07-4f17-af14-e80b1e82b31d,0.0021625055524054915,0.0021625055524054915,4009,3713.3512000145856,4473,915,1.0,0,0.002115,3658,1088,2743,848,915,240,15931.153,0.0,False,1.0,0.0,{}
31,31,C0_Baseline,W0,R0,5a8c490a-13d6-4db3-83c2-37cda8ec5ff2,0.0027874993975274265,0.0027874993975274265,3177,3215.767899993807,3638,876,1.0,0,0.002171,3510,1073,2634,814,876,259,15907.971,0.0,False,1.0,1.0,{}
32,32,C0_Baseline,W0,R0,c40f7a03-bd38-459d-b423-1c388283d52b,0.003337499947519973,0.003337499947519973,3259,3409.1474000015296,3801,964,1.0,0,0.002374,3754,1179,2790,897,964,282,14984.245,0.0,False,1.0,1.0,{}
33,33,C0_Baseline,W0,R0,a10c8417-8e3e-4498-a994-8c39362a3ad8,0.0033875003282446414,0.0033875003282446414,3768,3872.755700023845,4220,928,1.0,0,0.002323,3645,1141,2717,862,928,279,16369.509,0.0,False,1.0,0.75,{}
34,34,C0_Baseline,W0,R0,4bed6b9b-421c-4507-9538-f0c8a6936fff,0.0020875013433396816,0.0020875013433396816,4184,3370.332700025756,4707,1231,1.0,0,0.002691,4173,1448,2942,1156,1231,292,19433.517,0.0,False,1.0,1.0,{}
35,35,C0_Baseline,W0,R0,8cc2648a-3bbd-4782-9048-f8dfd6bf4925,0.003162498614983633,0.003162498614983633,3530,3119.440400012536,4010,1004,1.0,0,0.002364,3852,1205,2848,933,1004,272,16145.071,0.0,False,0.95,1.0,{}
36,36,C0_Baseline,W0,R0,bd52b525-c5ae-47bc-be8f-76e80a5b9bdc,0.002037500962615013,0.002037500962615013,3697,3764.5800999889616,4180,880,1.0,0,0.00216,3477,1075,2597,819,880,256,16087.237,0.0,False,1.0,1.0,{}
37,37,C0_Baseline,W0,R0,a0742eee-f206-4d83-9279-e2d57d6cd3f5,0.0032874995667953044,0.0032874995667953044,3649,4126.9371999951545,4169,949,1.0,0,0.002534,3731,1197,2782,880,949,317,15506.218,0.0,False,1.0,1.0,{}
38,38,C0_Baseline,W0,R0,de303b9b-a753-4ffe-9bca-f5dfcdae8bcd,0.0026124980649910867,0.0026124980649910867,3249,3297.5701999966986,3774,892,1.0,0,0.002332,3612,1113,2720,825,892,288,22139.53,0.0,False,1.0,0.0,{}
39,39,C0_Baseline,W0,R0,5fb9aa95-0736-4ebc-948f-864131f338b4,0.001924996468005702,0.001924996468005702,3789,16271.198700007517,4264,964,1.0,0,0.002524,3714,1215,2750,903,964,312,28930.078,0.0,False,0.95,1.0,{}
40,40,C0_Baseline,W0,R0,e6105375-92d5-4b89-a73a-0456518f6b27,0.0031625058909412473,0.0031625058909412473,3479,3900.359999999637,4050,1100,1.0,0,0.00272,4016,1355,2916,1031,1100,324,20068.159,0.0,False,0.5,1.0,{}
41,41,C0_Baseline,W0,R0,d06127c1-aad9-48f0-a18b-662a4af163a1,0.0031999952625483274,0.0031999952625483274,3377,3468.748699990101,3897,956,1.0,0,0.002486,3752,1191,2796,885,956,306,16385.703,0.0,False,1.0,1.0,{}
42,42,C0_Baseline,W0,R0,1c50055b-85a2-4670-b7d8-8c7288f44a4c,0.00353749783243984,0.00353749783243984,4083,4224.584400013555,4620,1133,1.0,0,0.002743,4053,1384,2920,1062,1133,322,17435.371,0.0,False,1.0,1.0,{}
43,43,C0_Baseline,W0,R0,29bb2866-5f90-4bef-a3bc-93036429e6af,0.0021625019144266844,0.0021625019144266844,2705,3350.428000005195,3141,656,1.0,0,0.001821,2859,832,2203,599,656,233,12036.615,0.0,False,1.0,1.0,{}
44,44,C0_Baseline,W0,R0,fb99ab16-cb63-4dbb-b84c-4852a87e6814,0.012287506251595914,0.012287506251595914,3690,3437.8306999860797,4160,860,1.0,0,0.002095,3480,1040,2620,793,860,247,15795.896,0.0,False,1.0,0.25,{}
45,45,C0_Baseline,W0,R0,803ba725-b9d3-4f61-80ee-803ef35052f8,0.002637498255353421,0.002637498255353421,3179,3295.2224999899045,3671,869,1.0,0,0.001999,3521,1031,2652,805,869,226,16067.733,0.0,False,1.0,1.0,{}
46,46,C0_Baseline,W0,R0,b8863de9-6805-4eab-9f02-1304d40bf3b5,0.0023875036276876926,0.0023875036276876926,3686,4278.426899982151,4221,1162,1.0,0,0.002557,4079,1371,2917,1092,1162,279,16359.712,0.0,False,1.0,0.25,{}
47,47,C0_Baseline,W0,R0,a3b15b7f-b19f-4c2e-8492-2b447c5d7761,0.004562512913253158,0.004562512913253158,3674,4166.644199984148,4158,1005,1.0,0,0.002625,3840,1261,2835,937,1005,324,16902.345,0.0,False,1.0,1.0,{}
48,48,C0_Baseline,W0,R0,2e5275f1-709e-41c3-8057-a9e6d0b765c4,0.003374996595084667,0.003374996595084667,4387,3452.5199999916367,4948,1257,1.0,0,0.002822,4180,1502,2923,1189,1257,313,19112.775,0.0,False,1.0,1.0,{}
49,49,C0_Baseline,W0,R0,970bc257-83fd-4012-86d0-babbd784177f,0.005712499842047691,0.005712499842047691,2863,3472.9618999990635,3516,977,1.0,0,0.002522,3783,1218,2806,909,977,309,12941.087,0.0,False,0.95,0.75,{}
50,50,C0_Baseline,W0,R0,a90d0153-a937-469e-b727-c8ccfa4f9551,0.004325003828853369,0.004325003828853369,3735,4329.6912999940105,4198,906,1.0,0,0.002561,3644,1169,2738,838,906,331,17124.91,0.0,False,1.0,0.0,{}
51,51,C0_Baseline,W0,R0,45f0dd08-77b9-4594-974e-7a8e5d675e2a,0.004624998837243766,0.004624998837243766,3323,3235.733599984087,3795,925,1.0,0,0.00243,3678,1159,2753,858,925,301,14920.493,0.0,False,1.0,1.0,{}
52,52,C0_Baseline,W0,R0,70cf37eb-3c23-4b66-9cbb-7d61a5b084de,0.006562495400430635,0.006562495400430635,3557,4539.192600001115,4029,936,1.0,0,0.002686,3709,1216,2773,866,936,350,17114.559,0.0,False,1.0,1.0,{}
53,53,C0_Baseline,W0,R0,a9da00d0-81d4-4ec8-a9bc-78795f5c962d,0.004512494342634454,0.004512494342634454,3347,3873.364400002174,3805,963,1.0,0,0.002318,3736,1168,2773,897,963,271,20605.735,0.0,False,0.95,0.0,{}
54,54,C0_Baseline,W0,R0,cdd0a01a-0cd0-4e02-9499-641fe29078b3,0.0028624999686144292,0.0028624999686144292,3229,3323.6995000042953,3683,773,1.0,0,0.001948,3240,951,2467,716,773,235,16329.499,0.0,False,1.0,1.0,{}
55,55,C0_Baseline,W0,R0,704fb73c-cec8-48d6-849f-bc83058b69ce,0.0021999949240125716,0.0021999949240125716,3448,4110.449500003597,3938,927,1.0,0,0.002522,3686,1178,2759,859,927,319,15008.12,0.0,False,1.0,1.0,{}
56,56,C0_Baseline,W0,R0,59d64cfa-9e38-405a-89eb-fb67012f699f,0.004549994628177956,0.004549994628177956,3583,3600.2955000149086,4074,851,1.0,0,0.002246,3387,1070,2536,791,851,279,17248.685,0.0,False,0.95,1.0,{}
57,57,C0_Baseline,W0,R0,50cf43e9-eb55-4573-b033-c762971c0541,0.004699995770351961,0.004699995770351961,3433,4127.247600001283,3899,933,1.0,0,0.002663,3704,1209,2771,863,933,346,16352.544,0.0,False,1.0,1.0,{}
58,58,C0_Baseline,W0,R0,e18fb491-9f6e-4bec-90e1-df75f7f7ddcc,0.004037494363728911,0.004037494363728911,4486,3998.429600003874,5085,1355,1.0,0,0.003915,4288,1792,2933,1280,1355,512,14004.115,0.0,False,1.0,1.0,{}
59,59,C0_Baseline,W0,R0,2471e50a-7d44-4c51-ada4-bb0afe519098,0.0020875049813184887,0.0020875049813184887,3500,3117.0438999834005,3976,910,1.0,0,0.00216,3654,1091,2744,841,910,250,16394.007,0.0,False,1.0,1.0,{}
60,60,C0_Baseline,W0,R0,d0eeb8eb-0b58-4938-884e-f99a3c517acc,0.002137498086085543,0.002137498086085543,3430,2864.4781000039075,3916,925,1.0,0,0.00193,3634,1060,2709,859,925,201,14543.69,0.0,False,1.0,0.0,{}
61,61,C0_Baseline,W0,R0,13a43cf7-9d70-4c40-8740-0718679df6bc,0.002112497895723209,0.002112497895723209,3701,4230.430600000545,4164,953,1.0,0,0.002598,3748,1211,2795,882,953,329,17158.837,0.0,False,1.0,1.0,{}
62,62,C0_Baseline,W0,R0,3ecb09d9-bf2d-44ab-bfb7-8b5bbe8cd19b,0.004550005542114377,0.004550005542114377,3548,3567.2990000166465,4004,877,1.0,0,0.002237,3574,1083,2697,811,877,272,15167.354,0.0,False,1.0,1.0,{}
63,63,C0_Baseline,W0,R0,b79be08c-99d6-491a-859b-9d6b413838a3,0.002937496901722625,0.002937496901722625,3408,3522.947000019485,3878,873,1.0,0,0.002313,3487,1097,2614,809,873,288,15116.091,0.0,False,1.0,0.25,{}
64,64,C0_Baseline,W0,R0,2941564c-dd4c-4b11-aa1c-ce2cf6619450,0.003124998329440132,0.003124998329440132,3297,4042.55959999864,3831,880,1.0,0,0.00225,3594,1084,2714,810,880,274,13938.362,0.0,False,1.0,0.25,{}
65,65,C0_Baseline,W0,R0,b97a5ab0-9ae9-4c4d-9c7d-ca45c62870fb,0.004062498192070052,0.004062498192070052,3075,3769.9082999897655,3548,938,1.0,0,0.002598,3718,1199,2780,867,938,332,14797.379,0.0,False,1.0,1.0,{}
66,66,C0_Baseline,W0,R0,ab8d26d5-1547-4785-a10d-36ce535fca19,0.0038249963836278766,0.0038249963836278766,3402,3552.3209999955725,3882,869,1.0,0,0.002329,3471,1097,2602,805,869,292,15238.468,0.0,False,1.0,0.0,{}
67,67,C0_Baseline,W0,R0,d976aea6-fa2f-4d1d-a16d-7c4b9cd1c5c7,0.002124997990904376,0.002124997990904376,2868,2569.660199980717,3332,768,1.0,0,0.001603,3285,872,2517,705,768,167,12111.93,0.0,False,1.0,0.0,{}
68,68,C0_Baseline,W0,R0,3fdf5cef-5e6c-4a9a-bdbc-ae98678ab161,0.0026874986360780895,0.0026874986360780895,4911,4255.219299986493,5464,1355,1.0,0,0.003125,4285,1634,2930,1280,1355,354,23565.397,0.0,False,1.0,1.0,{}
69,69,C0_Baseline,W0,R0,6d25d64d-54bf-4f0b-b1d2-44e0ced446e3,0.0033625037758611143,0.0033625037758611143,3178,3468.4937999991234,3663,909,1.0,0,0.002219,3541,1107,2632,845,909,262,15430.168,0.0,False,1.0,0.25,{}
70,70,C0_Baseline,W0,R0,b7d88ecc-5473-4e3d-be00-613617de3908,0.004662499122787267,0.004662499122787267,4415,3615.8187999972142,4989,1174,1.0,0,0.002664,4109,1400,2935,1102,1174,298,20089.236,0.0,False,1.0,1.0,{}
71,71,C0_Baseline,W0,R0,8d175acf-78cf-480d-a462-83137d99ebb1,0.003862500307150185,0.003862500307150185,3751,3580.286200012779,4226,997,1.0,0,0.002547,3830,1238,2833,928,997,310,16048.115,0.0,False,1.0,1.0,{}
72,72,C0_Baseline,W0,R0,0f62acb2-c8d7-49b6-a0ab-edc55a0c8126,0.003450000804150477,0.003450000804150477,2788,3665.2069999836385,3261,789,1.0,0,0.002079,3355,984,2566,726,789,258,13807.107,0.0,False,0.95,0.25,{}
73,73,C0_Baseline,W0,R0,aa636a80-50d6-478d-a9ab-de5fd2625800,0.0020625047909561545,0.0020625047909561545,3512,3239.706100022886,3997,941,1.0,0,0.002131,3640,1118,2699,880,941,238,15584.213,0.0,False,0.0,1.0,{}
74,74,C0_Baseline,W0,R0,39a4d728-63e5-4baf-95a1-d8bc9021ab99,0.0034124968806281686,0.0034124968806281686,3864,2659.88729998935,4330,912,1.0,0,0.001897,3658,1040,2746,843,912,197,13654.643,0.0,False,1.0,0.0,{}
75,75,C0_Baseline,W0,R0,a5783651-996d-4572-ba23-18917ae22c67,0.004437497409526259,0.004437497409526259,4047,4511.074699985329,4560,961,1.0,0,0.002591,3754,1219,2793,893,961,326,18994.284,0.0,False,1.0,0.0,{}
76,76,C0_Baseline,W0,R0,0ff6a067-0302-49bf-80a0-c14863b2a630,0.0020124971342738718,0.0020124971342738718,3572,4390.414299996337,4077,898,1.0,0,0.002438,3625,1139,2727,831,898,308,17524.735,0.0,False,0.85,0.25,{}
77,77,C0_Baseline,W0,R0,cd0db224-6421-482b-85dd-63e96f27fa3b,0.006212503649294376,0.006212503649294376,3463,3790.369499998633,3976,986,1.0,0,0.002591,3809,1238,2823,917,986,321,14369.743,0.0,False,1.0,0.75,{}
78,78,C0_Baseline,W0,R0,d5cfc792-cc5d-412e-b056-de0fd2b59618,0.004237495886627585,0.004237495886627585,3412,3386.691799998516,3877,879,1.0,0,0.002244,3408,1090,2529,817,879,273,14780.248,0.0,False,1.0,0.25,{}
79,79,C0_Baseline,W0,R0,f30a7cab-aab2-436a-bf4a-0c6ed5dc11d7,0.0031999989005271345,0.0031999989005271345,3713,4347.138899989659,4266,914,1.0,0,0.002584,3451,1185,2537,851,914,334,16262.644,0.0,False,1.0,0.25,{}
80,80,C0_Baseline,W0,R0,8c0fd9f6-ffd5-4ea1-8602-c70305eaac1a,0.0020625047909561545,0.0020625047909561545,3964,3826.399399986258,4546,1041,1.0,0,0.002711,3846,1311,2805,977,1041,334,18756.468,0.0,False,1.0,1.0,{}
81,81,C0_Baseline,W0,R0,7c4a767a-3cb5-48da-9fbd-75e622fada77,0.0020000006770715117,0.0020000006770715117,3263,3074.584199988749,3730,786,1.0,0,0.002061,3352,974,2566,719,786,255,13299.498,0.0,False,0.95,0.0,{}
82,82,C0_Baseline,W0,R0,0cb009b7-9b6c-4e56-ac41-ebf9d4318ca5,0.00457499481854029,0.00457499481854029,4636,3348.8889999862295,5206,1340,1.0,0,0.0039,4218,1780,2878,1268,1340,512,15734.791,0.0,False,0.95,1.0,{}
83,83,C0_Baseline,W0,R0,f296b286-188a-4c11-9314-7051697d2642,0.0023749998945277184,0.0023749998945277184,3725,3481.728499988094,4182,937,1.0,0,0.002327,3706,1148,2769,870,937,278,15714.218,0.0,False,0.95,0.25,{}
84,84,C0_Baseline,W0,R0,2123a130-ffb4-4f93-ba28-617e0e9f4963,0.005062498530605808,0.005062498530605808,3737,3397.679599991534,4379,1106,1.0,0,0.002611,4027,1338,2921,1037,1106,301,15687.435,0.0,False,1.0,1.0,{}
85,85,C0_Baseline,W0,R0,63619325-31c3-4af7-88dc-79fc43c318e1,0.002025000867433846,0.002025000867433846,4650,5543.961900024442,5187,1357,1.0,0,0.003917,4296,1792,2939,1280,1357,512,20669.823,0.0,False,1.0,1.0,{}
86,86,C0_Baseline,W0,R0,d420edd1-2313-4052-babb-9c57c05c09a7,0.002137498086085543,0.002137498086085543,3371,3296.014399995329,3830,885,1.0,0,0.00204,3387,1054,2502,823,885,231,15705.983,0.0,False,1.0,0.75,{}
87,87,C0_Baseline,W0,R0,064958b1-3635-42c2-93c7-15abd1a5368b,0.0022874992282595485,0.0022874992282595485,3230,4232.39679998369,3711,940,1.0,0,0.002505,3708,1186,2768,873,940,313,14941.956,0.0,False,1.0,0.25,{}
88,88,C0_Baseline,W0,R0,c8103f06-78e0-4f79-b95e-9366b9830af3,0.0034000040614046156,0.0034000040614046156,3382,3701.5781000081915,3894,986,1.0,0,0.002376,3792,1200,2806,922,986,278,14007.273,0.0,False,1.0,1.0,{}
89,89,C0_Baseline,W0,R0,940f2d0e-a89f-493a-abbe-2e3a3e9f3034,0.0071624963311478496,0.0071624963311478496,3754,3074.6805999951903,4220,901,1.0,0,0.002201,3631,1093,2730,833,901,260,15998.616,0.0,False,0.95,0.0,{}
90,90,C0_Baseline,W0,R0,f728b937-1cf6-48d5-ab0d-8685ae68e7e4,0.0031124945962801576,0.0031124945962801576,3348,3504.6277999936137,3826,900,1.0,0,0.00224,3568,1104,2668,836,900,268,13507.787,0.0,False,0.95,1.0,{}
91,91,C0_Baseline,W0,R0,9bd7f1b6-f571-42f8-8e16-ebe10e2c72ed,0.00938749872148037,0.00938749872148037,3310,4124.201500002528,3855,937,1.0,0,0.002477,3713,1174,2776,866,937,308,14388.781,0.0,False,1.0,1.0,{}
92,92,C0_Baseline,W0,R0,7982ee57-28ab-4d15-83fe-744e98a2c95b,0.00233749597100541,0.00233749597100541,4184,3228.8760999799706,4645,940,1.0,0,0.00217,3705,1120,2765,874,940,246,12732.703,0.0,False,1.0,0.0,{}
93,93,C0_Baseline,W0,R0,02cedf01-83ab-4dd0-9f16-556b4bbd0205,0.0020000006770715117,0.0020000006770715117,2952,3569.675999984611,3414,876,1.0,0,0.002401,3376,1116,2500,811,876,305,15118.906,0.0,False,1.0,0.25,{}
94,94,C0_Baseline,W0,R0,4f1ba785-966f-4529-9931-918d5d54a5b9,0.0017874990589916706,0.0017874990589916706,3313,3982.1556999813765,3758,883,1.0,0,0.002323,3480,1105,2597,817,883,288,15545.604,0.0,False,1.0,0.0,{}
95,95,C0_Baseline,W0,R0,1c17d30b-9847-4099-9588-bef7fd509ef6,0.00352500137523748,0.00352500137523748,4007,3672.6346999930684,4512,956,1.0,0,0.002561,3744,1209,2788,888,956,321,17905.357,0.0,False,1.0,1.0,{}
96,96,C0_Baseline,W0,R0,e418a44e-bfcf-47eb-8463-a50123a99719,0.006800000846851617,0.006800000846851617,3422,3109.6468000032473,3879,993,1.0,0,0.002233,3816,1173,2823,925,993,248,14617.802,0.0,False,1.0,0.25,{}
97,97,C0_Baseline,W0,R0,ca4b2725-02a3-45ac-b729-e948d93f294a,0.002112501533702016,0.002112501533702016,4551,3512.697800004389,5067,1167,1.0,0,0.002702,4099,1402,2932,1095,1167,307,18142.762,0.0,False,1.0,1.0,{}
98,98,C0_Baseline,W0,R0,2a70a2ed-21ab-4740-8a25-1c9d1cca564b,0.00838750202092342,0.00838750202092342,3155,2917.783299984876,3634,912,1.0,0,0.002307,3651,1125,2739,846,912,279,15172.004,0.0,False,1.0,0.25,{}
99,99,C0_Baseline,W0,R0,f8a22ffc-e7af-4cd1-955f-fa6da64ba3b0,0.003162494977004826,0.003162494977004826,3272,3130.634699977236,3758,928,1.0,0,0.002333,3688,1141,2760,860,928,281,14642.773,0.0,False,1.0,0.0,{}
100,0,C1_W1_Selective,W1,R0,8b1146b3-8cbb-41e8-9375-fecb3ed7af3d,1.28437499733991,0.012774995411746204,3548,3825.1764999877196,4023,947,1.0,0,0.002482,3725,1186,2778,879,947,307,15539.677,0.0,False,1.0,1.0,"{""flush_ratio"": 0.5, ""available_trace_ratio"": 0.875}"
101,1,C1_W1_Selective,W1,R0,2104396d-e544-4ad8-8177-c66ce68c9205,0.9383999931742437,0.010799994925037026,3817,4005.2006999903824,4279,946,1.0,0,0.002466,3718,1182,2772,878,946,304,17009.086,0.0,False,1.0,0.25,"{""flush_ratio"": 0.5, ""available_trace_ratio"": 0.875}"
102,2,C1_W1_Selective,W1,R0,41bdd674-2416-460c-bc90-6f1537845103,1.2480000004870817,0.017450001905672252,4582,5204.216499987524,5146,1356,1.0,0,0.003916,4294,1792,2938,1280,1356,512,21329.726,0.0,False,1.0,1.0,"{""flush_ratio"": 0.5, ""available_trace_ratio"": 0.875}"
103,3,C1_W1_Selective,W1,R0,0749ba97-e59e-4ee7-9b07-ec81b586da11,1.2234500027261674,0.0072749899118207395,2798,3024.9889999977313,3257,690,1.0,0,0.001755,3062,836,2372,623,690,213,13675.252,0.0,False,0.95,0.0,"{""flush_ratio"": 0.5, ""available_trace_ratio"": 0.875}"
