step_sequence_number,iteration,condition,write_algorithm,read_algorithm,session_id,write_latency_ms,flush_latency_ms,total_bytes_written,handoff_latency_ms,context_payload_bytes,context_token_count,compression_ratio,input_token_delta,estimated_cost_usd,input_tokens_used,output_tokens_used,simulator_input_tokens,simulator_output_tokens,handoff_input_tokens,handoff_output_tokens,execution_latency_ms,simulated_wan_latency_ms,wan_simulation_active,retrieval_accuracy_score,state_integrity_score,extra
71,11,D_W2_R3,W2,R3,2385ff82-8533-46c8-914e-e8ecc1fa4060,1.8210250054835342,27.116799959912896,3479,5539.904500008561,1475,383,2.637966101694915,610,0.002718,3153,1381,2770,914,383,467,19974.872,0.0,False,0.6,1.0,"{""avg_batch_size"": 8.0, ""retrieval_latency_ms"": 417.74980002082884, ""interaction_class"": ""Unknown""}"
72,12,D_W2_R3,W2,R3,52cf2058-8e98-4c56-8cb9-394cf54e72a0,1.3795124978059903,25.81130003090948,5050,4639.949700038414,2225,547,2.470561797752809,731,0.002577,3463,1600,2916,1194,547,406,21408.831,0.0,False,0.42,1.0,"{""avg_batch_size"": 8.0, ""retrieval_latency_ms"": 414.4180000294, ""interaction_class"": ""Unknown""}"
73,13,D_W2_R3,W2,R3,2bcdd899-2bb5-4e8f-b19b-916712690061,1.2830000123358332,22.820100013632327,3550,2991.513999993913,1577,434,2.5269499048826884,490,0.001644,3167,1085,2733,843,434,242,16187.248,0.0,False,0.45,0.75,"{""avg_batch_size"": 8.0, ""retrieval_latency_ms"": 421.3739999686368, ""interaction_class"": ""Unknown""}"
74,14,D_W2_R3,W2,R3,97cc18b1-4cfc-4eb9-a95e-a35eb0549f0e,1.6787375061539933,31.498100026510656,3363,3421.165900013875,1712,456,2.2383177570093458,493,0.002021,3221,1181,2765,868,456,313,14773.742,0.0,False,0.6,1.0,"{""avg_batch_size"": 8.0, ""retrieval_latency_ms"": 437.84700002288446, ""interaction_class"": ""Unknown""}"
75,15,D_W2_R3,W2,R3,43c74d14-4810-45d4-9b07-78a73b235ad4,1.5888999914750457,38.436599948909134,3388,3784.755699976813,1603,430,2.3618215845290083,451,0.0021,3030,1139,2600,805,430,334,16634.882,0.0,False,0.35,1.0,"{""avg_batch_size"": 8.0, ""retrieval_latency_ms"": 531.7374999867752, ""interaction_class"": ""Unknown""}"
76,16,D_W2_R3,W2,R3,6d21d2f5-ceee-4709-8314-42bb9353e3f0,1.4779374905629084,23.454400070477277,4315,4946.2534000049345,3474,859,1.362406447898676,244,0.002944,3778,1439,2919,1022,859,417,20042.486,0.0,False,0.72,1.0,"{""avg_batch_size"": 8.0, ""retrieval_latency_ms"": 409.81149999424815, ""interaction_class"": ""Unknown""}"
77,17,D_W2_R3,W2,R3,6bd17fa4-839b-49c4-a11f-b1005b33539a,1.5069874934852123,30.477599939331412,3581,5075.419700006023,1572,437,2.5553435114503817,492,0.002352,3184,1230,2747,847,437,383,19687.705,0.0,False,0.45,1.0,"{""avg_batch_size"": 8.0, ""retrieval_latency_ms"": 436.56709999777377, ""interaction_class"": ""Unknown""}"
78,18,D_W2_R3,W2,R3,f92513cc-5564-41f2-966a-26c9e07412c2,1.6166750065167435,24.260099977254868,3282,4296.123399981298,1581,427,2.3327008222643895,492,0.002077,3166,1166,2739,836,427,330,16590.423,0.0,False,0.45,1.0,"{""avg_batch_size"": 8.0, ""retrieval_latency_ms"": 489.946800051257, ""interaction_class"": ""Unknown""}"
79,19,D_W2_R3,W2,R3,581326fc-9dbd-4152-9465-d9ea01e1e27f,1.429574993380811,22.22849999088794,3310,4270.535399962682,2533,681,1.4650611922621397,245,0.002231,3434,1152,2753,842,681,310,17462.599,0.0,False,0.72,1.0,"{""avg_batch_size"": 8.0, ""retrieval_latency_ms"": 408.50920003140345, ""interaction_class"": ""Unknown""}"
80,20,D_W2_R3,W2,R3,63c581e9-e14e-49bb-8dc6-a8918c22e5ef,1.8024124947260134,25.273800012655556,4638,5463.700099964626,3051,790,1.686004588659456,496,0.00335,3724,1711,2934,1199,790,512,21597.318,0.0,False,0.65,1.0,"{""avg_batch_size"": 8.0, ""retrieval_latency_ms"": 413.6432000086643, ""interaction_class"": ""Unknown""}"
81,21,D_W2_R3,W2,R3,495911c3-c2db-4755-b644-0036757a7084,1.5199874906102195,34.249499964062124,3471,4250.557799998205,1621,441,2.40407156076496,494,0.002341,3194,1234,2753,854,441,380,15681.443,0.0,False,0.35,1.0,"{""avg_batch_size"": 8.0, ""retrieval_latency_ms"": 447.92090001283213, ""interaction_class"": ""Unknown""}"
82,22,D_W2_R3,W2,R3,99348575-ff0e-4887-af8a-dc2a36ead108,1.7451750100008212,22.156400023959577,3442,5351.7130999825895,2427,620,1.5871446229913473,325,0.002815,3385,1302,2765,863,620,439,21587.937,0.0,False,0.85,1.0,"{""avg_batch_size"": 8.0, ""retrieval_latency_ms"": 420.95669999253005, ""interaction_class"": ""Unknown""}"
83,23,D_W2_R3,W2,R3,1559bf32-3344-45d5-921f-4958c42b54ea,1.7044499982148409,28.838799975346774,4764,4432.336600031704,2462,640,2.1328188464662876,732,0.0032,3582,1792,2942,1280,640,512,22270.661,0.0,False,0.62,0.75,"{""avg_batch_size"": 8.0, ""retrieval_latency_ms"": 428.191400016658, ""interaction_class"": ""Unknown""}"
84,24,D_W2_R3,W2,R3,3bc8606a-6f81-465d-881e-220a7a198021,1.5632750000804663,25.869400007650256,3723,3703.881499997806,1907,505,2.159412690089145,494,0.002335,3323,1282,2818,916,505,366,19601.517,0.0,False,0.62,1.0,"{""avg_batch_size"": 8.0, ""retrieval_latency_ms"": 428.10740001732484, ""interaction_class"": ""Unknown""}"
85,25,D_W2_R3,W2,R3,1cf76031-43b2-4ea0-8199-5879ac2c59f1,1.4800125136389397,22.592200024519116,3878,4019.806600001175,1853,447,2.328656233135456,483,0.002112,3145,1186,2698,853,447,333,16530.31,0.0,False,0.45,1.0,"{""avg_batch_size"": 8.0, ""retrieval_latency_ms"": 420.06999999284744, ""interaction_class"": ""Unknown""}"
86,26,D_W2_R3,W2,R3,b31cacc5-8d86-4983-888e-f96fc1b5312b,1.3301375147420913,26.782100030686706,3328,4019.289900024887,3542,891,1.062394127611519,-7,0.002531,3475,1134,2584,806,891,328,18315.576,0.0,False,0.95,1.0,"{""avg_batch_size"": 8.0, ""retrieval_latency_ms"": 450.4513999563642, ""interaction_class"": ""Unknown""}"
87,27,D_W2_R3,W2,R3,9cf6aa5e-ca48-484a-aaab-5f455e6db83e,2.0109249890083447,25.716900010593235,3668,6426.570000010543,1783,536,2.2809871003925966,495,0.002871,3389,1415,2853,948,536,467,21814.759,0.0,False,0.52,1.0,"{""avg_batch_size"": 8.0, ""retrieval_latency_ms"": 403.93439994659275, ""interaction_class"": ""Unknown""}"
88,28,D_W2_R3,W2,R3,afa70c7b-0793-45f4-bdd0-ed348fc94edf,1.472600008128211,22.94730005087331,3467,2016.5050000068732,2589,693,1.500193124758594,244,0.001573,3453,1031,2760,855,693,176,18900.331,0.0,False,0.35,1.0,"{""avg_batch_size"": 8.0, ""retrieval_latency_ms"": 388.95950000733137, ""interaction_class"": ""Unknown""}"
89,29,D_W2_R3,W2,R3,c728fe75-4aa8-4b2d-9356-8f017b116bcd,2.0110625118832104,21.812900027725846,3500,5157.511500001419,1830,480,2.1349726775956284,495,0.002555,3281,1305,2801,890,480,415,18465.66,0.0,False,0.45,0.75,"{""avg_batch_size"": 8.0, ""retrieval_latency_ms"": 413.37989998282865, ""interaction_class"": ""Unknown""}"
90,0,D_W3_R3,W3,R3,d3ebb85c-9862-4ea9-bc5d-45d76a5ddc8f,14.610424994316418,85.44189995154738,6411,4416.962200019043,4185,926,1.0578255675029868,-7,0.002796,3659,1212,2733,838,926,374,19056.3,0.0,False,0.95,1.0,"{""crdt_overhead_bytes"": 2410, ""retrieval_latency_ms"": 373.5879000159912, ""interaction_class"": ""Unknown""}"
91,1,D_W3_R3,W3,R3,cb05b311-f7be-47c7-809a-370994670c49,14.931387508113403,54.50060009025037,6379,4257.824800035451,1947,493,2.2568053415511042,494,0.002148,3298,1236,2805,905,493,331,17714.288,0.0,False,0.55,1.0,"{""crdt_overhead_bytes"": 2384, ""retrieval_latency_ms"": 416.4554000017233, ""interaction_class"": ""Unknown""}"
92,2,D_W3_R3,W3,R3,5282f807-f865-4c25-9672-73abeaafb604,1.0506624967092648,47.8307000012137,5799,5407.4814999476075,3565,983,1.0698457223001403,-7,0.002598,3771,1220,2788,897,983,323,19536.795,0.0,False,0.92,1.0,"{""crdt_overhead_bytes"": 2408, ""retrieval_latency_ms"": 406.84650000184774, ""interaction_class"": ""Unknown""}"
93,3,D_W3_R3,W3,R3,539ee5eb-b54d-443c-bc65-2b55bb1ce596,6.755137503205333,59.30610001087189,6196,4952.585499966517,3096,775,1.3607881136950903,246,0.00247,3621,1276,2846,937,775,339,19122.076,0.0,False,0.85,1.0,"{""crdt_overhead_bytes"": 2401, ""retrieval_latency_ms"": 414.00959994643927, ""interaction_class"": ""Unknown""}"
94,4,D_W3_R3,W3,R3,2c1f1653-0aa1-4eba-9941-ae30b2a9e1d9,8.544975011318456,67.1295000356622,5959,4225.269299990032,3758,1043,1.0582756785524214,-5,0.002878,3875,1324,2832,957,1043,367,18743.34,0.0,False,0.85,1.0,"{""crdt_overhead_bytes"": 2432, ""retrieval_latency_ms"": 411.40649997396395, ""interaction_class"": ""Unknown""}"
95,5,D_W3_R3,W3,R3,8f7d4fcb-ed94-467b-a3f8-e52ed22725ae,8.466512510494795,56.41819996526465,6132,3753.0920000281185,1929,475,2.150336962156558,494,0.001925,3266,1176,2791,886,475,290,18667.529,0.0,False,0.35,1.0,"{""crdt_overhead_bytes"": 2409, ""retrieval_latency_ms"": 404.6589999925345, ""interaction_class"": ""Unknown""}"
96,6,D_W3_R3,W3,R3,b24a8ebb-1113-46bc-8b31-8aa9bf62a67d,1.289862506382633,53.04119997890666,5856,4599.08140002517,2344,619,1.6531569965870307,312,0.001854,3373,1095,2754,848,619,247,17013.29,0.0,False,0.62,1.0,"{""crdt_overhead_bytes"": 2405, ""retrieval_latency_ms"": 452.4925000150688, ""interaction_class"": ""Unknown""}"
97,7,D_W3_R3,W3,R3,b4067a86-3a83-48a4-bcd6-a61d1b21dc31,1.1928375024581328,55.99600001005456,5676,4393.507900007535,2452,673,1.5069331158238173,238,0.002383,3401,1172,2728,830,673,342,17510.731,0.0,False,0.65,1.0,"{""crdt_overhead_bytes"": 2392, ""retrieval_latency_ms"": 458.86960002826527, ""interaction_class"": ""Unknown""}"
98,8,D_W3_R3,W3,R3,d86aced0-e218-4b1a-8175-3ed485336157,1.0385124915046617,50.74899998726323,5691,4776.164799986873,2260,618,1.64070796460177,283,0.002473,3337,1190,2719,819,618,371,18542.332,0.0,False,0.35,1.0,"{""crdt_overhead_bytes"": 2373, ""retrieval_latency_ms"": 377.31969996821135, ""interaction_class"": ""Unknown""}"
99,9,D_W3_R3,W3,R3,74f0f80c-f426-445c-bb23-6b72e23e027d,6.983799990848638,55.737299961037934,5981,4587.616500037257,2724,726,1.4698972099853158,229,0.002651,3471,1263,2745,878,726,385,20131.277,0.0,False,0.72,0.75,"{""crdt_overhead_bytes"": 2360, ""retrieval_latency_ms"": 423.3451000181958, ""interaction_class"": ""Unknown""}"
100,10,D_W3_R3,W3,R3,237f65fe-5078-48d9-86c9-24d9e599aa5d,1.1627124913502485,49.35619997559115,5717,7650.045999966096,747,209,5.0,730,0.002119,2969,1238,2760,856,209,382,20584.699,0.0,False,0.62,1.0,"{""crdt_overhead_bytes"": 2367, ""retrieval_latency_ms"": 496.7606000136584, ""interaction_class"": ""Unknown""}"
101,11,D_W3_R3,W3,R3,144e5432-1db8-4841-8313-4765c98bdaee,1.0362625034758821,51.313099975232035,5821,1804.96579996543,1431,380,2.6827393431167015,494,0.00117,3076,948,2696,790,380,158,17260.385,0.0,False,0.35,1.0,"{""crdt_overhead_bytes"": 2389, ""retrieval_latency_ms"": 473.25460001593456, ""interaction_class"": ""Unknown""}"
102,12,D_W3_R3,W3,R3,9aeefac6-d982-4e75-bd4d-1404748ae2a9,1.0285250027664006,57.9938999726437,5767,4833.411599975079,1417,363,2.672547635850388,416,0.002438,2881,1117,2518,702,363,415,16323.244,0.0,False,0.45,0.25,"{""crdt_overhead_bytes"": 2363, ""retrieval_latency_ms"": 418.1209999951534, ""interaction_class"": ""Unknown""}"
103,13,D_W3_R3,W3,R3,06b3d136-aae8-4fad-a1ec-f64c9a748ef3,8.922537497710437,54.46829996071756,6690,5362.546399992425,4487,1251,1.048807666592378,-5,0.003101,4176,1531,2925,1161,1251,370,20991.5,0.0,False,0.95,1.0,"{""crdt_overhead_bytes"": 2463, ""retrieval_latency_ms"": 439.39499999396503, ""interaction_class"": ""Unknown""}"
104,14,D_W3_R3,W3,R3,e4346ced-a90e-4085-8e68-b27a1136cfc7,13.66026249161223,53.36989997886121,6469,4179.9158999929205,3115,774,1.4398073836276084,244,0.002504,3611,1281,2837,935,774,346,19768.82,0.0,False,0.65,1.0,"{""crdt_overhead_bytes"": 2379, ""retrieval_latency_ms"": 418.70750003727153, ""interaction_class"": ""Unknown""}"
105,15,D_W3_R3,W3,R3,d725b935-0d2f-4bb1-95d3-cf9f010b30cd,0.9615749950171448,54.523700033314526,5645,6368.439899990335,2341,621,1.5647159333618113,292,0.003181,3360,1340,2739,828,621,512,21175.956,0.0,False,0.86,1.0,"{""crdt_overhead_bytes"": 2385, ""retrieval_latency_ms"": 448.3596999780275, ""interaction_class"": ""Unknown""}"
106,16,D_W3_R3,W3,R3,72e9f211-0002-426d-bb2a-5046f532f083,0.8931499978643842,49.50439999811351,5510,2563.9802999794483,1318,357,2.6775417298937785,492,0.001182,3018,936,2661,771,357,165,15244.942,0.0,False,0.45,1.0,"{""crdt_overhead_bytes"": 2386, ""retrieval_latency_ms"": 484.3377000070177, ""interaction_class"": ""Unknown""}"
107,17,D_W3_R3,W3,R3,6cef16cf-798e-43e0-8501-c0b9dc44932b,1.0447125096106902,54.857100010849535,5549,4085.3319999878295,606,185,5.884488448844884,688,0.00176,2750,1109,2565,794,185,315,15623.763,0.0,False,0.35,0.0,"{""crdt_overhead_bytes"": 2409, ""retrieval_latency_ms"": 472.09919994929805, ""interaction_class"": ""Unknown""}"
108,18,D_W3_R3,W3,R3,74c970fc-5c39-44c2-987b-4b65deaaad9e,6.882812493131496,56.02380004711449,6230,3955.2036999957636,2299,637,1.8477598956067856,525,0.003197,3564,1588,2927,1076,637,512,14948.714,0.0,False,0.86,1.0,"{""crdt_overhead_bytes"": 2555, ""retrieval_latency_ms"": 427.87569999927655, ""interaction_class"": ""Unknown""}"
109,19,D_W3_R3,W3,R3,0ee6cdc2-30a6-4bdc-9e75-8c2ce89d3fbe,1.096012485504616,56.63269996875897,5404,4289.677800028585,1512,449,2.263888888888889,481,0.002264,3197,1210,2748,847,449,363,17880.295,0.0,False,0.35,1.0,"{""crdt_overhead_bytes"": 2424, ""retrieval_latency_ms"": 442.2914999886416, ""interaction_class"": ""Unknown""}"
110,20,D_W3_R3,W3,R3,9b92341c-a12d-4150-a142-f6406d3c46e8,14.299599999503698,63.41399997472763,6283,3973.033399961423,2793,678,1.5392051557465092,243,0.002263,3420,1154,2742,837,678,317,16679.907,0.0,False,0.45,1.0,"{""crdt_overhead_bytes"": 2394, ""retrieval_latency_ms"": 430.63610000535846, ""interaction_class"": ""Unknown""}"
111,21,D_W3_R3,W3,R3,78a2bf5a-32b8-49f3-9c3b-1560afef34c2,0.9273250179830939,57.4415999581106,5871,4578.2598000369035,748,219,5.199197860962567,717,0.001999,2935,1215,2716,859,219,356,17073.904,0.0,False,0.35,1.0,"{""crdt_overhead_bytes"": 2373, ""retrieval_latency_ms"": 419.70010002842173, ""interaction_class"": ""Unknown""}"
112,22,D_W3_R3,W3,R3,69db9271-1b94-474f-8c63-0f11c66a3a62,1.7182375086122192,54.56030002096668,5802,3445.0089000165462,1200,333,3.1858333333333335,632,0.002238,2966,1270,2633,889,333,381,14949.988,0.0,False,0.875,0.25,"{""crdt_overhead_bytes"": 2404, ""retrieval_latency_ms"": 502.9649999924004, ""interaction_class"": ""Unknown""}"
113,23,D_W3_R3,W3,R3,c92322c1-1957-4ba9-ab9d-dbf4023bc33a,1.2555125140352175,53.62169997533783,5903,4020.493299991358,2361,601,1.6611605252011858,283,0.002206,3206,1128,2605,807,601,321,17296.798,0.0,False,0.85,1.0,"{""crdt_overhead_bytes"": 2389, ""retrieval_latency_ms"": 439.78250003419816, ""interaction_class"": ""Unknown""}"
114,24,D_W3_R3,W3,R3,71694897-7eec-45ba-9d50-22729ab86a8d,1.3825250061927363,51.3926999992691,5583,4531.050299992785,1205,313,2.9925311203319502,549,0.002418,2782,1206,2469,785,313,421,15438.979,0.0,False,0.65,1.0,"{""crdt_overhead_bytes"": 2358, ""retrieval_latency_ms"": 435.7977999607101, ""interaction_class"": ""Unknown""}"
115,25,D_W3_R3,W3,R3,ef10a5b7-f111-4b30-8f94-ca75e76a3c70,1.1892874899785966,54.117799969390035,5832,4294.255200016778,504,151,7.632936507936508,725,0.001916,2830,1150,2679,797,151,353,48939.483,0.0,False,0.35,0.75,"{""crdt_overhead_bytes"": 2370, ""retrieval_latency_ms"": 418.5008999775164, ""interaction_class"": ""Unknown""}"
116,26,D_W3_R3,W3,R3,b48c21ba-0991-4652-8c25-c622e058df77,1.06822499219561,50.676200015004724,5578,4470.324699999765,2512,686,1.4315286624203822,239,0.002681,3435,1240,2749,841,686,399,16784.525,0.0,False,0.65,1.0,"{""crdt_overhead_bytes"": 2405, ""retrieval_latency_ms"": 417.70950000500306, ""interaction_class"": ""Unknown""}"
117,27,D_W3_R3,W3,R3,e4c7ffd9-029c-4bb6-8ad0-d95f6271bd1d,8.569712495955173,56.41810002271086,6101,4626.084799994715,1518,382,2.712121212121212,539,0.002197,3094,1205,2712,842,382,363,19986.672,0.0,False,0.62,1.0,"{""crdt_overhead_bytes"": 2370, ""retrieval_latency_ms"": 413.7862999923527, ""interaction_class"": ""Unknown""}"
118,28,D_W3_R3,W3,R3,f6eeda58-f273-44c0-9adb-ea727b63c9b5,6.89743748807814,56.11030000727624,5981,5702.3678999976255,1768,500,2.263574660633484,452,0.00225,3175,1224,2675,874,500,350,18446.992,0.0,False,0.55,1.0,"{""crdt_overhead_bytes"": 2373, ""retrieval_latency_ms"": 473.95790001610294, ""interaction_class"": ""Unknown""}"
119,29,D_W3_R3,W3,R3,12ea8c8e-e20f-43ed-949c-f2d5fab019ef,1.4330624981084839,62.82029999420047,5767,4028.431900020223,1662,472,2.2791817087845967,494,0.002127,3259,1214,2787,883,472,331,18431.342,0.0,False,0.45,1.0,"{""crdt_overhead_bytes"": 2381, ""retrieval_latency_ms"": 490.05649995524436, ""interaction_class"": ""Unknown""}"
120,0,D_W4_R3,W4,R3,9f28c068-aaa0-4cfb-9cfd-dd57318adda7,1.0611874968162738,31.01729997433722,3180,7882.519100036006,1475,384,2.417627118644068,547,0.002944,3140,1360,2756,848,384,512,20921.436,0.0,False,0.72,0.75,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 505.7134000235237, ""interaction_class"": ""Unknown""}"
121,1,D_W4_R3,W4,R3,0cef0cf5-0d42-427c-8123-38a7fa353fd3,0.8886125142453238,33.56529999291524,3818,4557.264400005806,1787,447,2.390598768886402,472,0.002212,3118,1193,2671,840,447,353,17461.088,0.0,False,0.45,1.0,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 473.6123000038788, ""interaction_class"": ""Unknown""}"
122,2,D_W4_R3,W4,R3,08dede18-329d-4b5a-ad6b-6d8f9959d0f1,1.2275250046513975,40.39789998205379,4419,4660.155699995812,2112,636,2.359848484848485,727,0.003196,3554,1790,2918,1278,636,512,17436.405,0.0,False,0.5,1.0,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 523.21379998466, ""interaction_class"": ""Unknown""}"
123,3,D_W4_R3,W4,R3,ee79e65b-a2f0-4236-87fb-48b02d55f483,1.50197499897331,27.07469998858869,3610,3490.8964000060223,773,231,5.155239327296249,730,0.001851,3010,1203,2779,879,231,324,17150.264,0.0,False,0.35,1.0,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 438.40970000019297, ""interaction_class"": ""Unknown""}"
124,4,D_W4_R3,W4,R3,6690c387-32c7-4c39-8106-d66b02ed93dd,1.099662491469644,25.515799992717803,3354,4649.808500020299,1513,420,2.4818241903502973,494,0.002115,3152,1171,2732,832,420,339,18253.972,0.0,False,0.45,0.75,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 423.10019995784387, ""interaction_class"": ""Unknown""}"
125,5,D_W4_R3,W4,R3,0c61a2b0-f715-4ff5-885f-e482ac385724,0.9400625203852542,20.941399969160557,4314,5206.702000054065,1887,637,2.5368309485956546,732,0.003197,3575,1791,2938,1279,637,512,19911.151,0.0,False,0.45,1.0,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 464.03259999351576, ""interaction_class"": ""Unknown""}"
126,6,D_W4_R3,W4,R3,177cadb1-4f7c-421a-a1fa-c311df777570,1.1938875031773932,25.63190000364557,3873,5284.394500020426,2289,620,1.889908256880734,409,0.00257,3470,1336,2850,946,620,390,19202.418,0.0,False,0.35,1.0,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 424.8191000078805, ""interaction_class"": ""Unknown""}"
127,7,D_W4_R3,W4,R3,d02e0702-688e-458c-b720-96b8c0ecb7f7,1.6721999854780734,27.52810000674799,3339,3620.1765000005253,3577,954,1.0559127760693319,-12,0.002529,3716,1174,2762,859,954,315,17321.387,0.0,False,0.92,1.0,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 433.90999996336177, ""interaction_class"": ""Unknown""}"
128,8,D_W4_R3,W4,R3,dfa121c4-9b69-4f21-b68f-d6b115a40656,0.8764250014792196,27.562700037378818,3545,4135.737600037828,2540,632,1.582283464566929,412,0.002252,3496,1285,2864,961,632,324,18939.471,0.0,False,0.95,1.0,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 463.0794999538921, ""interaction_class"": ""Unknown""}"
129,9,D_W4_R3,W4,R3,a804e848-300c-4841-a5e1-9977f5c148c6,0.9498374856775627,24.780599982477725,4166,5135.974099976011,2749,885,1.6857038923244816,482,0.003445,3809,1792,2924,1280,885,512,20751.812,0.0,False,0.75,0.75,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 427.7336000232026, ""interaction_class"": ""Unknown""}"
130,10,D_W4_R3,W4,R3,3c52b779-eaaa-4885-8e0a-57a46aaf4ce3,3.477662496152334,29.16239999467507,3287,4762.698099948466,2606,711,1.4171143514965465,245,0.002781,3494,1285,2783,871,711,414,17671.535,0.0,False,0.72,1.0,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 481.67440004181117, ""interaction_class"": ""Unknown""}"
131,11,D_W4_R3,W4,R3,aed5d7e8-8541-4680-a562-7f5e3eb81478,1.5053999959491193,27.7759000309743,3553,4823.519400029909,2806,715,1.4248039914468995,245,0.002475,3496,1229,2781,877,715,352,19685.194,0.0,False,0.62,1.0,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 454.99980001477525, ""interaction_class"": ""Unknown""}"
132,12,D_W4_R3,W4,R3,b39b2650-f9d7-4a31-bf16-13f171261a8b,1.742225002089981,44.07800000626594,3341,3407.6699999859557,1407,382,2.701492537313433,633,0.002942,3215,1444,2833,932,382,512,14033.604,0.0,False,0.75,0.75,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 545.2126999734901, ""interaction_class"": ""Unknown""}"
133,13,D_W4_R3,W4,R3,71be68a2-049f-44f5-af23-e095e957ae56,3.394587511138525,25.593899947125465,3729,5646.089299989399,3924,1037,1.0581039755351682,-6,0.003157,3858,1376,2821,952,1037,424,19591.312,0.0,False,0.95,1.0,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 422.40250000031665, ""interaction_class"": ""Unknown""}"
134,14,D_W4_R3,W4,R3,38f03f72-d338-4dd2-9a80-012a1bdaa475,1.1077375020249747,20.785799948498607,4960,5288.759700022638,2334,638,2.3187660668380463,729,0.003193,3570,1790,2932,1279,638,511,22792.897,0.0,False,0.62,1.0,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 428.7264000158757, ""interaction_class"": ""Unknown""}"
135,15,D_W4_R3,W4,R3,a2681fe2-d26a-4275-9b89-96d7e2620daa,1.2997125159017742,23.50100001785904,3591,3000.923700048588,732,218,5.51912568306011,730,0.001903,2976,1206,2758,869,218,337,14520.31,0.0,False,0.45,1.0,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 427.9786000261083, ""interaction_class"": ""Unknown""}"
136,16,D_W4_R3,W4,R3,a2cce6d8-77dc-44cc-9c65-9122d6995484,1.105924995499663,28.42780004721135,3380,5127.56970000919,2204,628,1.7173321234119783,307,0.002853,3221,1304,2593,859,628,445,17435.4,0.0,False,0.67,1.0,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 472.9418999631889, ""interaction_class"": ""Unknown""}"
137,17,D_W4_R3,W4,R3,54a7a5d8-727c-4ddc-98bf-8a3f9295f46e,1.26605000696145,19.33339994866401,3252,3860.395600029733,2822,613,1.2827781715095676,113,0.002173,3025,961,2412,649,613,312,19010.747,0.0,False,0.86,1.0,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 393.93309998558834, ""interaction_class"": ""Unknown""}"
138,18,D_W4_R3,W4,R3,c9fefb5e-c12b-49fb-a834-0b953e9d82c0,0.8953249853220768,22.485200024675578,3436,5561.544600001071,3243,868,1.194572926302806,100,0.003428,3656,1397,2788,885,868,512,19690.735,0.0,False,0.85,1.0,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 416.4223000407219, ""interaction_class"": ""Unknown""}"
139,19,D_W4_R3,W4,R3,27987010-5a71-48cd-a82a-ed1d89888bd0,1.110612487536855,27.684699976816773,4504,6293.47490001237,2245,636,2.220935412026726,696,0.003196,3447,1765,2811,1253,636,512,24799.693,0.0,False,0.62,1.0,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 440.2344999834895, ""interaction_class"": ""Unknown""}"
140,20,D_W4_R3,W4,R3,51395849-b04a-4735-95a2-8169aa6a7d7f,0.7658500107936561,25.865100033115596,3053,4986.026900005527,2597,613,1.3234501347708896,118,0.002428,3036,1016,2423,653,613,363,16711.479,0.0,False,0.75,1.0,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 419.86319998977706, ""interaction_class"": ""Unknown""}"
141,21,D_W4_R3,W4,R3,08cc62ea-3fd7-4e3b-8941-310e81da36d4,1.1225749985896982,22.116200008895248,3545,4966.867599985562,2664,648,1.4943693693693694,244,0.002463,3358,1174,2710,811,648,363,18367.16,0.0,False,0.67,1.0,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 407.1750000002794, ""interaction_class"": ""Unknown""}"
142,22,D_W4_R3,W4,R3,5bfbd229-7f6f-4a3f-905c-43e59442af55,1.2288499856367707,22.090999991632998,3664,4639.554800000042,1775,432,2.3115492957746477,479,0.002282,3146,1203,2714,833,432,370,15892.138,0.0,False,0.35,0.75,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 413.8799000065774, ""interaction_class"": ""Unknown""}"
143,23,D_W4_R3,W4,R3,8412d245-7dc9-4608-be39-7f9fa6b252c8,0.9736625070217997,19.5662000332959,3913,3841.7393999989145,3056,713,1.406413612565445,222,0.002288,3422,1176,2709,861,713,315,16349.416,0.0,False,0.75,1.0,"{""preflush_accuracy"": 0.0, ""retrieval_latency_ms"": 415.5614000046626, ""interaction_class"": ""Unknown""}"
